0.7399996, 0, 0, 37.53633, 5.798958, 0, 9456.133, -891.8635, -2.947957, 0.01947593, 0.1574723, 141.1693, 2.158939, 1.732906, 25.85516
0.8599995, -1, -0.11, 44.1577, 6.024879, 0.3373410470118593413289905846, 13480.29, -898.3661, -2.947957, 0.01947593, 0.1574723, 168.7147, 2.158939, 1.722519, 26.05641
 
0.8699995, -1, -0.12, 44.71775, 6.041091, 0.32138672204789505324263, 13853.05, -898.9151, -2.947957, 0.01947593, 0.1574723, 171.0467, 2.158939, 1.721653, 26.07318
 
0.8799995, -1, -0.13, 45.27914, 6.057069, 0.30485479898819044079548, 14231.65, -899.4652, -2.947957, 0.01947593, 0.1574723, 173.3838, 2.158939, 1.720788, 26.08995
 
0.8899994, -1, -0.14, 45.84239, 6.073332, 0.2877523875631222227069, 14616.11, -900.0163, -2.947957, 0.01947593, 0.1574723, 175.7261, 2.158939, 1.719922, 26.10673
 
0.8999994, -1, -0.15, 46.40706, 6.089448, 0.27008803744846095309204, 15006.46, -900.5685, -2.947957, 0.01947593, 0.1574723, 178.0737, 2.158939, 1.719056, 26.1235
 
0.9099994, -0.9864215, -0.16, 46.97332, 6.10559, 0.25186723843601719827747, 15402.73, -901.1218, -2.947957, 0.01947593, 0.1574723, 180.4264, 2.158939, 1.718191, 26.14027
 
0.9199994, -0.9026781, -0.1698642, 47.54136, 6.121932, 0.23310250005139208481062, 15804.94, -901.6761, -2.947957, 0.01947593, 0.1574723, 182.7843, 2.158939, 1.717325, 26.15704
 
0.9299994, -0.8127124, -0.178891, 48.11041, 6.137863, 0.21384584032190540509735, 16213.02, -902.2316, -2.947957, 0.01947593, 0.1574723, 185.1467, 2.158939, 1.71646, 26.17381
 
0.9399994, -0.7168268, -0.1870181, 48.67603, 6.149452, 0.19418230602232740796731, 16626.58, -902.7882, -2.947957, 0.01947593, 0.1574723, 187.5115, 2.158939, 1.715594, 26.19058
 
0.9499994, -0.6153798, -0.1941864, 49.24009, 6.158608, 0.17420126376360714853991, 17045.62, -903.3459, -2.947957, 0.01947593, 0.1574723, 189.8784, 2.158939, 1.714728, 26.20735
 
0.9599994, -0.5087808, -0.2003402, 49.80505, 6.167771, 0.15399442006795720200818, 17470.14, -903.9046, -2.947957, 0.01947593, 0.1574723, 192.2475, 2.158939, 1.713863, 26.22412
 
0.9699994, -0.3975238, -0.205428, 50.37098, 6.177033, 0.13365681133131130674684, 17900.15, -904.4645, -2.947957, 0.01947593, 0.1574723, 194.6189, 2.158939, 1.712997, 26.24089
 
0.9799994, -0.2821628, -0.2094032, 50.9376, 6.186126, 0.11328536387793142888238, 18335.65, -905.0255, -2.947957, 0.01947593, 0.1574723, 196.9923, 2.158939, 1.712132, 26.25766
 
0.9899994, -0.1633187, -0.2122248, 51.50525, 6.195404, 0.09297988392286540540113, 18776.63, -905.5875, -2.947957, 0.01947593, 0.1574723, 199.3678, 2.158939, 1.711266, 26.27444
 
0.9999993, -0.04167575, -0.213858, 52.07376, 6.20469, 0.0728415546289429777976939415, 19223.11, -906.1505, -2.947957, 0.01947593, 0.1574723, 201.7453, 2.158939, 1.7104, 26.2912
 
