Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,65.614,0,0,66.9794,82.82547,2.555818,0,0,0,0,0,0,84,84,0,0
0.010,S,0.010,0.010,0,0.3211589,0,72.70269,65.614,0,0,66.96613,82.82547,2.557958,4.96478402657319,3.28066458978185,3.72643533150218,23.5092873633321,0.03280665,0.03726435,84,84,0.0001640332,0.0001863217
0.02,S,0.02,0.02018142,0,0.3670838,0,145.4054,65.61226,0.03244429,0,66.95286,82.82547,2.560098,39.4318295287138,38.7213860386428,7.45140545319745,23.5875184501895,0.4200205,0.1117784,84,84,0.002428169,0.0009315355
0.03,S,0.03,0.02024858,0,0.3673016,0,218.1081,65.60706,0.03267996,0,66.93959,82.82547,2.562239,75.0228302686387,74.1853030887766,11.1788133155233,23.724034785838,1.161873,0.2235665,84,84,0.01033764,0.00260826
0.04,S,0.04,0.02036577,0,0.3676774,0,290.8108,65.59838,0.03309313,0,66.92632,82.82547,2.564379,110.67091301458,109.662275386158,14.9075935217993,23.9513629121605,2.258496,0.3726425,84,84,0.02743948,0.005589305
0.05,S,0.05,0.02056092,0,0.3682908,0,363.5134,65.58624,0.03378663,0,66.91305,82.82547,2.56652,146.349567668943,145.15787456857,18.638331674852,24.3157328602223,3.710075,0.5590258,84,84,0.05728234,0.01024765
0.05999999,S,0.05999999,0.02087372,0,0.3692429,0,436.2161,65.57062,0.03491241,0,66.89978,82.82547,2.56866,182.057438463624,180.677673842521,22.3716131468409,24.8742469534809,5.516851,0.782742,84,84,0.103417,0.01695649
0.06999999,S,0.06999999,0.02135317,0,0.3706319,0,508.9188,65.55153,0.03667204,0,66.88651,82.82547,2.570801,217.797726413117,216.227243302066,26.1080233781104,25.6903574678583,7.679123,1.043822,84,84,0.1693968,0.02608931
0.07999999,S,0.07999999,0.02205376,0,0.3725192,0,581.6215,65.52898,0.03931699,0,66.87324,82.82547,2.572941,253.574925923767,251.812095553047,29.8481421603973,26.8278473279037,10.19724,1.342304,84,84,0.2587786,0.03801993
0.08999999,S,0.08999999,0.02303024,0,0.3748963,0,597.545,65.50295,0.04314916,0,66.85997,82.82547,2.575081,261.507236854363,259.701625297805,30.6773653510612,28.1915174394921,12.79426,1.649078,84,84,0.3737361,0.05297684
0.09999999,S,0.09999999,0.02420089,0,0.3774065,0,599.2738,65.47454,0.04796607,0,66.84669,82.82547,2.577222,262.481654892358,260.670785216003,30.779228221376,29.7290650808788,15.40097,1.95687,84,84,0.5147123,0.07100658
0.11,S,0.11,0.0255208,0,0.3798583,0,601.0026,65.44598,0.05368703,0,66.83343,82.82547,2.579362,263.457136398421,261.641002313127,30.881201852238,31.4174197246792,18.01738,2.265682,84,84,0.681804,0.09211934
0.12,S,0.12,0.02697018,0,0.3821623,0,602.7313,65.41733,0.06032139,0,66.82015,82.82547,2.581502,264.433404077088,262.612000704921,30.983258020341,33.2359314288296,20.6435,2.575515,84,84,0.8751084,0.1163253
0.13,S,0.13,0.02853129,0,0.3842658,0,604.46,65.3886,0.0678776,0,66.80688,82.82547,2.583643,265.410452981478,263.583775522729,31.0853958156698,35.1666218605202,23.27934,2.886369,84,84,1.094723,0.1436347
0.14,S,0.14,0.03018871,0,0.3861435,0,606.1888,65.35979,0.07636343,0,66.79362,82.82547,2.585783,266.388257435536,264.556301280088,31.1876121647838,37.1941180493577,25.9249,3.198245,84,84,1.340744,0.1740578
0.15,S,0.15,0.03192923,0,0.3877902,0,607.9175,65.3309,0.08578606,0,66.78034,82.82547,2.587924,267.36685107225,265.529611340946,31.2899113679932,39.3054435744787,28.5802,3.511144,84,84,1.613269,0.2076048
0.16,S,0.16,0.03374172,0,0.389213,0,609.6462,65.30193,0.09615226,0,66.76707,82.82547,2.590064,268.346232825641,266.503704742378,31.3922925301848,41.4896962930386,31.24524,3.825067,84,84,1.912397,0.2442858
0.17,S,0.17,0.03561683,0,0.3904263,0,611.375,65.27287,0.1074685,0,66.7538,82.82547,2.592204,269.326401851418,267.47858055727,31.4947563460857,43.7377542041199,33.92002,4.140015,84,84,2.238223,0.2841112
0.18,S,0.18,0.03754671,0,0.391448,0,613.1037,65.24373,0.1197411,0,66.74053,82.82547,2.594345,270.307337256526,268.454218102101,31.597299851458,46.0420061405541,36.60456,4.455988,84,84,2.590846,0.3270912
0.19,S,0.19,0.03952484,0,0.3922972,0,614.8325,65.21451,0.1329762,0,66.72726,82.82547,2.596485,271.289061648465,269.430639821252,31.699925798265,48.3960791234782,39.29887,4.772987,84,84,2.970363,0.3732361
0.2,S,0.2,0.04154575,0,0.3929931,0,616.5612,65.1852,0.1471801,0,66.71399,82.82547,2.598626,272.271582164618,270.407852817921,31.8026349352635,50.7946210215898,42.00295,5.091013,84,84,3.376872,0.4225561
0.21,S,0.21,0.04360484,0,0.3935534,0,618.29,65.15582,0.1623589,0,66.70072,82.82547,2.600766,273.254932779214,271.385890841103,31.9054312077701,53.2331372598389,44.71681,5.410067,84,84,3.810471,0.4750615
0.22,S,0.22,0.04569826,0,0.3939945,0,620.0187,65.12634,0.1785187,0,66.68745,82.82547,2.602906,274.239020983185,272.364661978489,32.0083041593775,55.7078345457328,47.44046,5.73015,84,84,4.271257,0.5307626
0.23,S,0.23,0.04782275,0,0.3943313,0,621.7474,65.09679,0.1956661,0,66.67418,82.82547,2.605047,275.223940868754,273.344259772146,32.1112640197291,58.215490189936,50.1739,6.051263,84,84,4.759329,0.5896697
0.24,S,0.24,0.04997553,0,0.3945769,0,623.4762,65.06715,0.2138072,0,66.66091,82.82547,2.607187,276.209627831271,274.324619971151,32.2143040336564,60.753370016768,52.91714,6.373406,84,84,5.274785,0.6517931
0.25,S,0.25,0.05215428,0,0.3947429,0,625.0865,65.03744,0.2329484,0,66.64764,82.82547,2.609328,277.137517248364,275.247494492307,32.3113020829345,63.3186080927981,55.66962,6.696519,84,84,5.817719,0.7171427
0.26,S,0.26,0.05435653,0,0.3948396,0,625.631,65.00764,0.2530923,0,66.63437,82.82547,2.611468,277.538709455139,275.646518259321,32.3532412215232,65.9042728089132,58.42609,7.020051,84,84,6.388197,0.7857255
0.27,S,0.27,0.05657633,0,0.3948759,0,626.1755,64.97779,0.274204,0,66.6211,82.82547,2.613608,277.940007435244,276.045647187994,32.3951910268337,68.5085393340208,61.18655,7.344003,84,84,6.98626,0.8575458
0.28,S,0.28,0.0588121,0,0.3948599,0,626.72,64.94791,0.2962839,0,66.60783,82.82547,2.615749,278.341343728929,276.444814091487,32.4371452311865,71.129834561129,63.951,7.668375,84,84,7.611948,0.9326077
0.29,S,0.29,0.06106251,0,0.3947986,0,627.2646,64.91801,0.3193334,0,66.59456,82.82547,2.617889,278.742709355656,276.844010084662,32.4791024995363,73.7667970777209,66.71944,7.993166,84,84,8.2653,1.010915
0.3,S,0.3,0.06332639,0,0.3946982,0,627.8091,64.88809,0.3433532,0,66.58128,82.82547,2.620029,279.144043969016,277.243175147681,32.5210565235531,76.4182441860944,69.49187,8.318377,84,84,8.946356,1.092473
0.31,S,0.31,0.06560271,0,0.3945638,0,628.3536,64.85814,0.3683444,0,66.56802,82.82547,2.62217,279.545444667378,277.642405854116,32.5630174557006,79.0831438145335,72.26829,8.644007,84,84,9.655157,1.177285
0.32,S,0.32,0.06789059,0,0.3944002,0,628.8981,64.82816,0.3943078,0,66.55475,82.82547,2.62431,279.94678115431,278.041572658879,32.6049712779543,81.7606012253315,75.04871,8.970057,84,84,10.39174,1.265355
0.33,S,0.33,0.07018928,0,0.3942112,0,629.4426,64.79816,0.4212455,0,66.54147,82.82547,2.626451,280.348186258934,278.440807580404,32.6469326682703,84.4498127304682,77.83312,9.296526,84,84,11.15615,1.356688
0.3399999,S,0.3399999,0.07249808,0,0.3940003,0,629.9872,64.76813,0.4491579,0,66.52821,82.82547,2.628591,280.7496206063,278.840071503528,32.6888971133752,87.1500773881938,80.62152,9.623415,84,84,11.94842,1.451288
0.3499999,S,0.3499999,0.07481638,0,0.3937706,0,630.5317,64.73807,0.4780469,0,66.51494,82.82547,2.630732,281.151026834504,279.239307422979,32.7308582232579,89.860784071705,83.41392,9.950724,84,84,12.7686,1.549159
0.3599999,S,0.3599999,0.07714365,0,0.3935246,0,631.0762,64.70798,0.5079139,0,66.50166,82.82547,2.632872,281.552494946818,279.63860476321,32.7728261958491,92.581362651218,86.2103,10.27845,84,84,13.61672,1.650305
0.3699999,S,0.3699999,0.07947943,0,0.3932647,0,631.6207,64.67788,0.5387603,0,66.4884,82.82547,2.635012,281.953930707544,280.037869844778,32.814790784546,95.3113337805369,89.01067,10.6066,84,84,14.49283,1.75473
0.3799999,S,0.3799999,0.0818233,0,0.3929929,0,632.1653,64.64774,0.5705877,0,66.47512,82.82547,2.637153,282.355398233407,280.437166484249,32.8567582976677,98.0502767678952,91.81505,10.93517,84,84,15.39696,1.862439
0.3899999,S,0.3899999,0.08417487,0,0.3927109,0,632.7098,64.61758,0.6033979,0,66.46185,82.82547,2.639293,282.756866115474,280.836463350252,32.898726242312,100.797770565173,94.62341,11.26416,84,84,16.32915,1.973435
0.3999999,S,0.3999999,0.08653382,0,0.3924202,0,633.2543,64.5874,0.6371927,0,66.44859,82.82547,2.641433,283.158361347934,281.235787337759,32.9406970441992,103.553481188879,97.43577,11.59357,84,84,17.28944,2.087724
0.4099999,S,0.4099999,0.08889984,0,0.3921222,0,633.7988,64.55719,0.6719736,0,66.43531,82.82547,2.643574,283.559826315569,281.635081189702,32.9826642857366,106.317063065712,100.2521,11.9234,84,84,18.27788,2.205309
0.4199999,S,0.4199999,0.09127264,0,0.3918181,0,634.2455,64.52695,0.707742,0,66.42204,82.82547,2.645714,283.912540752852,281.985888043744,33.0195357466018,109.087834778655,103.072,12.2536,84,84,19.2945,2.326194
0.4299999,S,0.4299999,0.09365164,0,0.391509,0,634.5454,64.49669,0.7444947,0,66.40877,82.82547,2.647855,284.192021578876,282.263857353281,33.0487512795102,111.864685941731,105.8946,12.58409,84,84,20.33934,2.450382
0.4399998,S,0.4399998,0.09603587,0,0.3911959,0,634.8453,64.46641,0.7822215,0,66.3955,82.82547,2.649995,284.471387713991,282.541712506919,33.0779552206763,114.647471565481,108.72,12.91487,84,84,21.41241,2.577877
0.4499998,S,0.4499998,0.09842523,0,0.3908795,0,635.1453,64.43611,0.8209248,0,66.38223,82.82547,2.652135,284.750570499337,282.819385310369,33.1071395980252,117.435974323691,111.5482,13.24594,84,84,22.51375,2.708681
0.4599998,S,0.4599998,0.1008195,0,0.3905606,0,635.4452,64.40581,0.8606043,0,66.36896,82.82547,2.654276,285.029599977552,283.09690555112,33.1363083451263,120.22999641308,114.3792,13.5773,84,84,23.64339,2.842797
0.4699998,S,0.4699998,0.1032186,0,0.3902399,0,635.7451,64.37549,0.9012619,0,66.35569,82.82547,2.656416,285.308445023189,283.374242365129,33.1654574148913,123.02926215894,117.2129,13.90895,84,84,24.80135,2.980228
0.4799998,S,0.4799998,0.1056222,0,0.3899178,0,636.045,64.34515,0.9428962,0,66.34242,82.82547,2.658557,285.587174161878,283.651463814389,33.1945947666384,125.833704860699,120.0494,14.2409,84,84,25.98766,3.120977
0.4899998,S,0.4899998,0.1080302,0,0.3895949,0,636.345,64.3148,0.9855105,0,66.32915,82.82547,2.660697,285.865734817362,283.928517677078,33.2237143072157,128.643170380636,122.8887,14.57314,84,84,27.20235,3.265048
0.4999998,S,0.4999998,0.1104426,0,0.3892716,0,636.6449,64.28444,1.029105,0,66.31588,82.82547,2.662838,286.144143863968,284.205420713127,33.2528179996435,131.45752030744,125.7308,14.90567,84,84,28.44545,3.412441
0.5099998,S,0.5099998,0.1128592,0,0.3889482,0,636.9448,64.25406,1.07368,0,66.3026,82.82547,2.664978,286.422401260786,284.482172882018,33.2819058396694,134.276531713308,128.5756,15.23849,84,84,29.71698,3.563162
0.5199998,S,0.5199998,0.1152799,0,0.3886251,0,637.2448,64.22366,1.119237,0,66.28934,82.82547,2.667118,286.700506114456,284.758773295389,33.3109777339291,137.100183098471,131.4232,15.5716,84,84,31.01697,3.717213
0.5299998,S,0.5299998,0.1177046,0,0.3883026,0,637.5447,64.19325,1.165776,0,66.27607,82.82547,2.669259,286.978457903117,285.035221434373,33.3400336278935,139.928366582848,134.2736,15.905,84,84,32.34546,3.874596
0.5399998,S,0.5399998,0.1201332,0,0.387981,0,637.8446,64.16283,1.213299,0,66.26279,82.82547,2.671399,287.256239379633,285.311500168661,33.3690715189589,142.760886509589,137.1267,16.23869,84,84,33.70246,4.035314
0.5499998,S,0.5499998,0.1225655,0,0.3876604,0,638.1445,64.13239,1.261807,0,66.24953,82.82547,2.673539,287.533883777903,285.587642505826,33.3980952805556,145.597746914493,139.9826,16.57267,84,84,35.08801,4.199371
0.5599998,S,0.5599998,0.1250016,0,0.387341,0,638.4445,64.10194,1.311302,0,66.23626,82.82547,2.67568,287.811335213566,285.863592887612,33.4270988690469,148.438766028241,142.8412,16.90694,84,84,36.50213,4.366769
0.5699998,S,0.5699998,0.1274413,0,0.3870231,0,638.7444,64.07147,1.361782,0,66.22298,82.82547,2.67782,288.088632128273,286.139389547616,33.4560863051386,151.283960843602,145.7026,17.2415,84,84,37.94485,4.537511
0.5799997,S,0.5799997,0.1298846,0,0.3867068,0,639.0443,64.04099,1.41325,0,66.20972,82.82547,2.67996,288.3657729818,286.415030954112,33.4850574278462,154.133257440122,148.5668,17.57635,84,84,39.41619,4.7116
0.5899997,S,0.5899997,0.1323315,0,0.3863922,0,639.1788,64.0105,1.465708,0,66.19644,82.82547,2.682101,288.559593780682,286.607803078624,33.5053186422235,156.985696784576,151.4329,17.9114,84,84,40.91619,4.889039
0.5999997,S,0.5999997,0.1347811,0,0.3860795,0,639.2424,63.97999,1.51914,0,66.18317,82.82547,2.684241,288.717517147762,286.764872004685,33.5218270997399,159.840916038792,154.3006,18.24662,84,84,42.44486,5.069829
0.6099997,S,0.6099997,0.1372332,0,0.3857688,0,639.3059,63.94949,1.573541,0,66.16991,82.82547,2.686382,288.875090681866,286.921592955548,33.5382991862595,162.698755434421,157.1698,18.582,84,84,44.00221,5.253972
0.6199997,S,0.6199997,0.1396875,0,0.3854603,0,639.3694,63.91898,1.628909,0,66.15663,82.82547,2.688522,289.03234684026,287.07799823623,33.5547380956507,165.559256867242,160.0406,18.91755,84,84,45.58826,5.44147
0.6299997,S,0.6299997,0.1421441,0,0.3853666,0,639.433,63.88846,1.686175,0,66.14336,82.82547,2.690663,289.188866968521,287.233671457543,33.5711000647444,168.422269340352,162.9129,19.25326,84,84,47.20303,5.632324
0.6399997,S,0.6399997,0.144603,0,0.3853579,0,639.4966,63.85794,1.744849,0,66.13009,82.82547,2.692803,289.344779075796,287.388739959871,33.5873982722542,171.287839662416,165.7868,19.58913,84,84,48.84653,5.826536
0.6499997,S,0.6499997,0.147064,0,0.3853493,0,639.5602,63.82742,1.804571,0,66.11682,82.82547,2.694943,289.500379837569,287.543498766523,33.6036641335963,174.155827239353,168.6622,19.92517,84,84,50.51878,6.024107
0.6599997,S,0.6599997,0.1495272,0,0.3853406,0,639.6237,63.79689,1.865343,0,66.10355,82.82547,2.697084,289.655588054836,287.697867141393,33.6198889600553,177.026282718383,171.5392,20.26137,84,84,52.21978,6.225039
0.6699997,S,0.6699997,0.1519926,0,0.3853319,0,639.6873,63.76637,1.927168,0,66.09028,82.82547,2.699224,289.810415783499,287.851857098728,33.6360738109824,179.899069598571,174.4177,20.59773,84,84,53.94957,6.429335
0.6799996,S,0.6799996,0.15446,0,0.3853231,0,639.7509,63.73584,1.990045,0,66.07701,82.82547,2.701365,289.964909645195,288.005514961165,33.6522239606844,182.774148785742,177.2977,20.93425,84,84,55.70815,6.636995
0.6899996,S,0.6899996,0.1569294,0,0.3853144,0,639.8144,63.7053,2.053974,0,66.06374,82.82547,2.703505,290.119007739462,288.158779186633,33.6683327386285,185.651581962096,180.1793,21.27093,84,84,57.49553,6.848021
0.6999996,S,0.6999996,0.1594008,0,0.3853057,0,639.878,63.67477,2.118958,0,66.05047,82.82547,2.705645,290.272771454533,288.311710831274,33.6844065620757,188.531238925934,183.0624,21.60777,84,84,59.31174,7.062414
0.7099996,S,0.7099996,0.1618743,0,0.385297,0,639.9415,63.64423,2.185,0,66.0372,82.82547,2.707786,290.426119254856,288.464228824366,33.7004367063617,191.413087042573,185.947,21.94477,84,84,61.15678,7.280177
0.7199996,S,0.7199996,0.1643496,0,0.3852883,0,640.0051,63.61369,2.252095,0,66.02393,82.82547,2.709926,290.579098621935,288.616380343671,33.7164285364491,194.297194082569,188.8332,22.28193,84,84,63.03069,7.50131
0.7299996,S,0.7299996,0.1668269,0,0.3852795,0,640.0687,63.58314,2.320251,0,66.01066,82.82547,2.712066,290.731738764323,288.768194463155,33.7323849055468,197.183437004954,191.7209,22.61926,84,84,64.93346,7.725816
0.7399996,S,0.7399996,0.1693061,0,0.3852708,0,640.1322,63.55259,2.389466,0,65.99739,82.82547,2.714207,290.883961098305,288.919593048006,33.7482973972733,200.071784312533,194.6101,22.95674,84,84,66.86511,7.953696
0.7499996,S,0.7499996,0.1717872,0,0.385262,0,640.1958,63.52204,2.459736,0,65.98412,82.82547,2.716347,291.035862442899,289.070672346301,33.7641765357792,202.962214039818,197.5008,23.29438,84,84,68.82567,8.184952
0.7599996,S,0.7599996,0.1742701,0,0.3852533,0,640.2441,63.49149,2.531071,0,65.97085,82.82547,2.718488,291.179627909688,289.213659785589,33.7792051867749,205.85460205507,200.3929,23.63217,84,84,70.81514,8.419584
0.7699996,S,0.7699996,0.1767547,0,0.3852445,0,640.2906,63.46093,2.603462,0,65.95757,82.82547,2.720628,291.322112415188,289.355373210084,33.7940997291011,208.749023684786,203.2865,23.97011,84,84,72.83353,8.657596
0.7799996,S,0.7799996,0.1792411,0,0.3852358,0,640.3372,63.43037,2.676919,0,65.94431,82.82547,2.722769,291.464230727962,289.496722390707,33.8089561933005,211.645360322075,206.1815,24.3082,84,84,74.88087,8.898987
0.7899995,S,0.7899995,0.1817292,0,0.385227,0,640.3838,63.39981,2.751434,0,65.93104,82.82547,2.724909,291.605948999781,289.637673686196,33.8237708381501,214.543591367548,209.0779,24.64644,84,84,76.95717,9.14376
0.7999995,S,0.7999995,0.184219,0,0.3852183,0,640.4304,63.36925,2.82701,0,65.91776,82.82547,2.727049,291.747266920322,289.77822681148,33.8385434301206,217.443698135767,211.9757,24.98483,84,84,79.06244,9.391916
0.8099995,S,0.8099995,0.1867105,0,0.3852095,0,640.4769,63.33868,2.903652,0,65.9045,82.82547,2.72919,291.888217421539,289.918414473162,33.8532778160653,220.345659958839,214.8749,25.32336,84,84,81.19669,9.643457
0.8199995,S,0.8199995,0.1892036,0,0.3852007,0,640.5235,63.30811,2.981354,0,65.89123,82.82547,2.73133,292.028765477982,290.058201859165,33.8679701314057,223.249462191472,217.7755,25.66204,84,84,83.35995,9.898384
0.8299995,S,0.8299995,0.1916983,0,0.3851919,0,640.5701,63.27754,3.060123,0,65.87795,82.82547,2.73347,292.168908418893,290.197586336792,33.8826198955728,226.155088069505,220.6775,26.00087,84,84,85.55222,10.1567
0.8399995,S,0.8399995,0.1941946,0,0.3851832,0,640.6167,63.24697,3.139958,0,65.86469,82.82547,2.735611,292.30869401325,290.336615369424,33.8972325059031,229.062520405917,223.5809,26.33984,84,84,87.77351,10.4184
0.8499995,S,0.8499995,0.1966926,0,0.3851744,0,640.6633,63.2164,3.220857,0,65.85141,82.82547,2.737751,292.448061141305,290.475228191697,33.9118013719378,231.971746525119,226.4857,26.67896,84,84,90.02384,10.6835
0.8599995,S,0.8599995,0.1991921,0,0.3851656,0,640.7098,63.18582,3.302824,0,65.83814,82.82547,2.739892,292.587021899632,290.61343685848,33.9263275554285,234.882652246282,229.3918,27.01822,84,84,92.30323,10.95198
0.8699995,S,0.8699995,0.2016931,0,0.3851568,0,640.7564,63.15524,3.385855,0,65.82487,82.82547,2.742032,292.725592703874,290.751257649445,33.940813176765,237.79532387342,232.2993,27.35763,84,84,94.61169,11.22386
0.8799995,S,0.8799995,0.2041958,0,0.385148,0,640.803,63.12466,3.469956,0,65.8116,82.82547,2.744172,292.863771969574,290.888689012333,33.9552578687413,240.709747041027,235.2082,27.69718,84,84,96.94923,11.49914
0.8899994,S,0.8899994,0.2066999,0,0.3851392,0,640.8495,63.09407,3.555127,0,65.79833,82.82547,2.746313,293.001522215138,291.025693692338,33.9696575090429,243.625911644235,238.1185,28.03688,84,84,99.31586,11.77781
0.8999994,S,0.8999994,0.2092057,0,0.3851304,0,640.8961,63.06349,3.641368,0,65.78506,82.82547,2.748453,293.13889784363,291.162325750624,33.9840181918727,246.54370591994,241.0301,28.37672,84,84,101.7116,12.05987
0.9099994,S,0.9099994,0.2117128,0,0.3851216,0,640.9427,63.0329,3.728678,0,65.77179,82.82547,2.750594,293.275880684228,291.298567138498,33.9983378147714,249.463216559703,243.9431,28.7167,84,84,104.1365,12.34534
0.9199994,S,0.9199994,0.2142215,0,0.3851128,0,640.9895,63.00231,3.81706,0,65.75852,82.82547,2.752734,293.412555858813,291.434502541043,34.0126250715229,252.384435420899,246.8575,29.05683,84,84,106.5905,12.63421
0.9299994,S,0.9299994,0.2167318,0,0.385104,0,641.0372,62.97171,3.906514,0,65.74525,82.82547,2.754874,293.549290420574,291.57049697713,34.026918739903,255.30725260633,249.7732,29.3971,84,84,109.0736,12.92648
0.9399994,S,0.9399994,0.2192434,0,0.3850952,0,641.0848,62.94112,3.997039,0,65.73198,82.82547,2.757015,293.68559303777,291.706061822153,34.0411670504504,258.231658043622,252.6902,29.73751,84,84,111.5859,13.22215
0.9499994,S,0.9499994,0.2217565,0,0.3850864,0,641.1325,62.91052,4.088636,0,65.71871,82.82547,2.759155,293.821517243044,291.841250271447,34.0553760073667,261.157740358424,255.6086,30.07806,84,84,114.1274,13.52123
0.9599994,S,0.9599994,0.2242711,0,0.3850775,0,641.1802,62.87992,4.181308,0,65.70544,82.82547,2.761296,293.957043804076,291.97604322062,34.0695433967355,264.0854930991,258.5284,30.41876,84,84,116.6981,13.82371
0.9699994,S,0.9699994,0.2267872,0,0.3850687,0,641.2278,62.84932,4.275055,0,65.69217,82.82547,2.763436,294.092134045827,292.110402227984,34.0836649706911,267.014807581821,261.4495,30.7596,84,84,119.298,14.12961
0.9799994,S,0.9799994,0.2293047,0,0.3850599,0,641.2755,62.81872,4.369875,0,65.67889,82.82547,2.765576,294.226824261398,292.244363342704,34.0977449307871,269.945676080032,264.3719,31.10058,84,84,121.9271,14.43891
0.9899994,S,0.9899994,0.2318236,0,0.385051,0,641.3232,62.78811,4.465772,0,65.66563,82.82547,2.767717,294.361134186971,292.37794621773,34.1117851385996,272.878188387375,267.2957,31.4417,84,84,124.5855,14.75162
0.9999993,S,0.9999993,0.234344,0,0.3850422,0,641.3708,62.7575,4.562746,0,65.65236,82.82547,2.769857,294.495005237389,292.511092609195,34.1257792635508,275.812239520432,270.2208,31.78296,84,84,127.273,15.06774
1.009999,S,1.009999,0.2368657,0,0.3850334,0,641.4185,62.72689,4.660794,0,65.63908,82.82547,2.771997,294.628473067948,292.643837931843,34.1397314411169,278.74782157,273.1472,32.12436,84,84,129.9899,15.38728
1.019999,S,1.019999,0.2393889,0,0.3850245,0,641.4662,62.69628,4.759923,0,65.62582,82.82547,2.774138,294.761519692008,292.776164344004,34.1536393837433,281.685026833487,276.075,32.4659,84,84,132.736,15.71023
1.029999,S,1.029999,0.2419135,0,0.3850157,0,641.5139,62.66566,4.860126,0,65.61255,82.82547,2.776278,294.894162208617,292.908088804705,34.167505286418,284.623749619615,279.0041,32.80758,84,84,135.5114,16.0366
1.039999,S,1.039999,0.2444394,0,0.3850069,0,641.5615,62.63505,4.961412,0,65.59927,82.82547,2.778419,295.026397884418,293.039608619167,34.1813286602588,287.563982867446,281.9345,33.14939,84,84,138.3161,16.36638
1.049999,S,1.049999,0.2469667,0,0.384998,0,641.6092,62.60443,5.063771,0,65.58601,82.82547,2.780559,295.158214243758,293.170711403227,34.1951079964653,290.505721273949,284.8662,33.49134,84,84,141.1501,16.69959
1.059999,S,1.059999,0.2494954,0,0.3849892,0,641.6569,62.57381,5.167212,0,65.57273,82.82547,2.782699,295.289621106089,293.301406875658,34.2088447296493,293.448959760773,287.7992,33.83343,84,84,144.0134,17.03621
1.069999,S,1.069999,0.2520255,0,0.385006,0,641.7046,62.54318,5.272085,0,65.55946,82.82547,2.78484,295.42045295867,293.431530467454,34.2225211495828,296.393691979471,290.7335,34.17566,84,84,146.9061,17.37626
1.079999,S,1.079999,0.2545569,0,0.3850292,0,641.7523,62.51256,5.378139,0,65.5462,82.82547,2.78698,295.550792358009,293.561164240646,34.2361462948649,299.339911808669,293.6691,34.51802,84,84,149.8281,17.71972
1.089999,S,1.089999,0.2570896,5.126176,0.3850524,0,641.8271,62.48193,5.485292,0,65.53292,82.82547,2.789121,295.694704864424,293.7043,34.25117,302.287715144362,296.6061,34.86053,84,83.2967,152.7941,18.06662
1.099999,S,1.099999,0.2596239,5.062004,0.5053166,1.288437,641.9201,62.4513,7.340149,19.08059,65.51965,80.14422,2.358801,295.11507587575,294.0921,24.55086,305.220890676538,299.547,35.10604,83.99714,83.31559,155.7896,18.41645
1.109999,S,1.109999,0.2621455,4.993171,0.5021875,1.270585,642.0131,62.42066,7.436073,19.17759,65.50638,80.17384,2.36572,295.272314482242,294.2517,24.5291,308.155937398225,302.4895,35.35133,83.98855,83.3342,158.8145,18.76874
1.119999,S,1.119999,0.2646689,4.919732,0.4988802,1.251483,642.1061,62.39002,7.528962,19.24876,65.49311,80.20571,2.373,295.430098097624,294.408,24.55346,311.092934867342,305.4336,35.59686,83.97423,83.35243,161.8689,19.12348
1.129999,S,1.129999,0.267194,4.841743,0.4954078,1.231155,642.1991,62.35938,7.618837,19.29326,65.47984,80.23984,2.380645,295.58857332198,294.5611,24.62444,314.0318650603,308.3792,35.8431,83.95417,83.37022,164.9526,19.48068
1.139999,S,1.139999,0.2697209,4.759259,0.4917839,1.209627,642.2921,62.32873,7.70575,19.31029,65.46657,80.27621,2.388651,295.747508849086,294.7107,24.74252,316.972806583384,311.3263,36.09053,83.92839,83.3875,168.0659,19.84035
1.149999,S,1.149999,0.2722496,4.672326,0.4880224,1.186926,642.3851,62.29807,7.789758,19.29902,65.4533,80.31481,2.397018,295.907096746344,294.8569,24.9082,319.915835183918,314.2749,36.33961,83.89687,83.40417,171.2086,20.2025
1.159999,S,1.159999,0.2747801,4.581,0.4841374,1.163075,642.4781,62.26741,7.870941,19.25862,65.44003,80.35567,2.405748,296.067253131668,294.9995,25.12197,322.860931289765,317.2249,36.59083,83.85963,83.4202,174.3809,20.56715
1.169999,S,1.169999,0.2773125,4.485336,0.4801433,1.138101,642.5711,62.23675,7.949403,19.18834,65.42676,80.39877,2.414841,296.228115412859,295.1385,25.38429,325.808170089292,320.1763,36.84467,83.81666,83.43549,177.5827,20.93433
1.179999,S,1.179999,0.2798468,4.385377,0.4760552,1.112033,642.6641,62.20609,8.025261,19.0874,65.41349,80.44413,2.424297,296.389443334062,295.2735,25.69557,328.757530806257,323.129,37.10162,83.76796,83.45,180.814,21.30406
1.189999,S,1.189999,0.2823831,4.281171,0.4718879,1.084894,642.7571,62.17542,8.09866,18.95505,65.40022,80.49174,2.434116,296.551429657981,295.4045,26.05632,331.709089737417,326.083,37.36218,83.71353,83.46363,184.0748,21.67638
