Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
17.1003,S,17.1003,0.3465014,0.06394845,0.3858902,0.0142371,0,55.34218,6.57874,0.242305,61.32088,82.78777,3.462402,-35.7219354652048,-35.69002,-1.509684,389.777672081059,355.087,137.2758,65.7077,68.86362,10337.55,2363.537
17.1103,S,17.1103,0.3462112,0.0641138,0.3858877,0.01427442,0,55.34218,6.566695,0.2424968,61.32088,82.78767,3.462386,-35.714854158727,-35.68299,-1.508321,389.446420611199,354.7302,137.2607,65.68824,68.84635,10341.09,2364.909
17.1203,S,17.1203,0.3459212,0.06427861,0.3858851,0.01431139,0,55.34218,6.554666,0.2426809,61.32088,82.78757,3.46237,-35.7077926973723,-35.67598,-1.506954,389.115221206273,354.3734,137.2456,65.66875,68.82906,10344.64,2366.282
17.1303,S,17.1303,0.3456312,0.06444381,0.3858825,0.01434824,0,55.34218,6.542653,0.2428612,61.32088,82.78748,3.462355,-35.7007312680773,-35.66897,-1.505587,388.784152440618,354.0167,137.2305,65.64922,68.81175,10348.18,2367.654
17.1403,S,17.1403,0.3453413,0.06461532,0.3858799,0.01438519,0,55.34218,6.530654,0.2430416,61.32088,82.78738,3.462339,-35.693679861977,-35.66197,-1.50422,388.453264870126,353.6601,137.2155,65.62967,68.7944,10351.71,2369.027
17.1503,S,17.1503,0.3450515,0.06478754,0.3858773,0.01442354,0,55.34218,6.518676,0.2432439,61.32088,82.78728,3.462323,-35.6866391108188,-35.65498,-1.502868,388.122514453031,353.3036,137.2005,65.61008,68.77702,10355.25,2370.399
17.1603,S,17.1603,0.3447619,0.06495743,0.3858747,0.01446205,0,55.34218,6.506719,0.2434474,61.32088,82.78718,3.462306,-35.679608466242,-35.648,-1.501518,387.791810249894,352.9471,137.1855,65.59047,68.75961,10358.78,2371.771
17.1703,S,17.1703,0.3444723,0.06513004,0.3858722,0.01450004,0,55.34218,6.494771,0.2436401,61.32088,82.78708,3.46229,-35.6725875916949,-35.64103,-1.500162,387.461243379296,352.5907,137.1705,65.57082,68.74217,10362.3,2373.142
17.1803,S,17.1803,0.3441828,0.06530046,0.3858696,0.01453864,0,55.34218,6.482846,0.2438416,61.32088,82.78698,3.462274,-35.6655770340796,-35.63407,-1.498813,387.130722930968,352.2343,137.1555,65.55115,68.7247,10365.83,2374.514
17.1903,S,17.1903,0.3438934,0.06546622,0.385867,0.01457675,0,55.34218,6.470935,0.244033,61.32088,82.78688,3.462258,-35.6585763308913,-35.62712,-1.49746,386.800430966876,351.8781,137.1405,65.53144,68.70721,10369.34,2375.885
17.2003,S,17.2003,0.3436041,0.06563178,0.3858645,0.01461381,0,55.34218,6.459044,0.2442053,61.32088,82.78678,3.462242,-35.6515952219464,-35.62019,-1.496097,386.470185605709,351.5219,137.1255,65.5117,68.6897,10372.86,2377.257
17.2103,S,17.2103,0.3433148,0.06579842,0.3858619,0.01465084,0,55.34218,6.447167,0.2443753,61.32088,82.78668,3.462226,-35.6446141451742,-35.61326,-1.494734,386.14007790963,351.1658,137.1105,65.49194,68.67215,10376.37,2378.628
17.2203,S,17.2203,0.3430257,0.06596984,0.3858593,0.0146881,0,55.34218,6.435307,0.2445476,61.32088,82.78658,3.46221,-35.6376431756188,-35.60634,-1.493373,385.810146057784,350.8098,137.0956,65.47214,68.65457,10379.88,2379.999
17.2303,S,17.2303,0.3427367,0.06615207,0.3858568,0.01472644,0,55.34218,6.423471,0.2447363,61.32088,82.78648,3.462194,-35.6306927650056,-35.59944,-1.492025,385.480267523993,350.4538,137.0807,65.45231,68.63695,10383.38,2381.37
17.2403,S,17.2403,0.3424477,0.0663248,0.3858542,0.0147672,0,55.34218,6.411649,0.2449634,61.32088,82.78638,3.462177,-35.6237332733124,-35.59253,-1.490698,385.150520622175,350.0979,137.0658,65.43245,68.6193,10386.88,2382.741
17.2503,S,17.2503,0.3421589,0.06649977,0.3858517,0.01480582,0,55.34218,6.399838,0.245153,61.32088,82.78627,3.46216,-35.6167929579686,-35.58564,-1.489351,384.820827260652,349.742,137.0509,65.41255,68.60163,10390.38,2384.111
17.2603,S,17.2603,0.3418701,0.06667408,0.3858491,0.01484495,0,55.34218,6.388047,0.2453495,61.32088,82.78617,3.462144,-35.609852841181,-35.57875,-1.488008,384.49126570538,349.3862,137.036,65.39262,68.58393,10393.88,2385.482
17.2703,S,17.2703,0.3415814,0.06684508,0.3858465,0.01488393,0,55.34218,6.376273,0.2455417,61.32088,82.78606,3.462126,-35.6029327798983,-35.57188,-1.486666,384.161848768973,349.0305,137.0211,65.37267,68.56621,10397.37,2386.852
17.2803,S,17.2803,0.3412928,0.06703382,0.385844,0.01492217,0,55.34218,6.364514,0.2457201,61.32088,82.78596,3.462111,-35.5960224072895,-35.56502,-1.485316,383.832517601714,348.6748,137.0063,65.35268,68.54843,10400.85,2388.222
17.2903,S,17.2903,0.3410043,0.06721734,0.3858414,0.01496438,0,55.34218,6.352779,0.2459622,61.32088,82.78586,3.462093,-35.5891136509132,-35.55816,-1.484004,383.503324932516,348.3192,136.9915,65.33266,68.53063,10404.34,2389.592
17.3003,S,17.3003,0.3407159,0.0674025,0.3858389,0.01500542,0,55.34218,6.341053,0.2461831,61.32088,82.78574,3.462075,-35.5822044656843,-35.5513,-1.482681,383.174270839929,347.9637,136.9767,65.31262,68.51281,10407.82,2390.962
17.3103,S,17.3103,0.3404276,0.06758255,0.3858363,0.01504683,0,55.34218,6.329351,0.2464082,61.32088,82.78564,3.462058,-35.5753154598332,-35.54446,-1.481362,382.845355402698,347.6083,136.9619,65.29253,68.49496,10411.29,2392.332
17.3203,S,17.3203,0.3401394,0.06776328,0.3858337,0.0150871,0,55.34218,6.317666,0.2466128,61.32088,82.78553,3.46204,-35.5684460505472,-35.53764,-1.480033,382.516487918606,347.2529,136.9471,65.27242,68.47707,10414.76,2393.701
17.3303,S,17.3303,0.3398512,0.06794395,0.3858312,0.01512752,0,55.34218,6.305993,0.2468181,61.32088,82.78542,3.462023,-35.5615766719083,-35.53082,-1.478704,382.187759277718,346.8976,136.9323,65.25228,68.45916,10418.23,2395.071
17.3403,S,17.3403,0.3395632,0.0681216,0.3858286,0.01516793,0,55.34218,6.294337,0.2470215,61.32088,82.78532,3.462006,-35.5547173568498,-35.52401,-1.477376,381.859169559475,346.5424,136.9175,65.2321,68.44123,10421.7,2396.44
17.3503,S,17.3503,0.3392753,0.06829824,0.3858261,0.01520766,0,55.34218,6.282699,0.2472119,61.32088,82.78521,3.461989,-35.5478778060542,-35.51722,-1.476042,381.530628107104,346.1872,136.9027,65.21189,68.42326,10425.16,2397.809
17.3603,S,17.3603,0.3389874,0.06849147,0.3858235,0.01524716,0,55.34218,6.271075,0.247397,61.32088,82.78511,3.461973,-35.5410382033409,-35.51043,-1.474706,381.202270699116,345.8321,136.888,65.19166,68.40524,10428.62,2399.178
17.3703,S,17.3703,0.3386996,0.06867804,0.385821,0.01529039,0,55.34218,6.259474,0.2476408,61.32088,82.785,3.461954,-35.5342000830696,-35.50364,-1.473405,380.874052552537,345.4771,136.8733,65.17139,68.38721,10432.07,2400.547
17.3803,S,17.3803,0.338412,0.0688656,0.3858185,0.01533211,0,55.34218,6.247884,0.2478581,61.32088,82.78488,3.461936,-35.527381353272,-35.49687,-1.472089,380.545876627722,345.1221,136.8586,65.15108,68.36913,10435.53,2401.915
17.3903,S,17.3903,0.3381244,0.06904872,0.3858159,0.01537407,0,55.34218,6.236313,0.2480776,61.32088,82.78477,3.461919,-35.520562819214,-35.4901,-1.470777,380.217846579497,344.7672,136.8439,65.13074,68.35104,10438.97,2403.284
17.4003,S,17.4003,0.3378369,0.06923204,0.3858134,0.01541501,0,55.34218,6.22476,0.2482789,61.32088,82.78467,3.461901,-35.5137638841552,-35.48335,-1.469455,379.889949626288,344.4124,136.8292,65.11037,68.33292,10442.42,2404.652
17.4103,S,17.4103,0.3375496,0.06942074,0.3858109,0.01545602,0,55.34218,6.213222,0.2484793,61.32088,82.78456,3.461884,-35.506975053788,-35.47661,-1.468135,379.562108075807,344.0576,136.8145,65.08997,68.31476,10445.86,2406.02
17.4203,S,17.4203,0.3372622,0.06960116,0.3858083,0.01549823,0,55.34218,6.201699,0.2486973,61.32088,82.78445,3.461866,-35.5001866257612,-35.46987,-1.466824,379.234406252026,343.7029,136.7998,65.06953,68.29657,10449.29,2407.388
17.4303,S,17.4303,0.336975,0.06979172,0.3858058,0.01553858,0,55.34218,6.190198,0.2488838,61.32088,82.78434,3.461848,-35.4934176325907,-35.46315,-1.465499,378.906882958512,343.3483,136.7852,65.04906,68.27835,10452.73,2408.756
17.4403,S,17.4403,0.336688,0.06998875,0.3858032,0.0155812,0,55.34218,6.17871,0.2491046,61.32088,82.78423,3.46183,-35.4866594456966,-35.45644,-1.464193,378.57940901499,342.9937,136.7706,65.02856,68.26009,10456.16,2410.124
17.4503,S,17.4503,0.3364008,0.07018355,0.3858007,0.01562527,0,55.34218,6.16724,0.2493469,61.32088,82.78411,3.461811,-35.4798918743307,-35.44972,-1.462901,378.252075134516,342.6392,136.756,65.00803,68.24181,10459.58,2411.492
17.4603,S,17.4603,0.3361139,0.07037224,0.3857982,0.01566885,0,55.34218,6.155787,0.2495794,61.32088,82.784,3.461793,-35.4731441089342,-35.44302,-1.461604,377.924881399627,342.2848,136.7414,64.98746,68.22349,10463.01,2412.859
17.4703,S,17.4703,0.3358271,0.07056485,0.3857957,0.01571105,0,55.34218,6.144351,0.249788,61.32088,82.78388,3.461775,-35.4664159029809,-35.43634,-1.460296,377.597743812581,341.9304,136.7268,64.96687,68.20514,10466.43,2414.227
17.4803,S,17.4803,0.3355404,0.07074939,0.3857931,0.01575414,0,55.34218,6.132929,0.2500089,61.32088,82.78377,3.461756,-35.4596780235315,-35.42965,-1.458995,377.270740099018,341.5761,136.7122,64.94624,68.18677,10469.84,2415.594
17.4903,S,17.4903,0.3352537,0.07093879,0.3857906,0.01579542,0,55.34218,6.121528,0.2501995,61.32088,82.78366,3.461739,-35.45296953158,-35.42299,-1.457679,376.943876810854,341.2219,136.6976,64.92558,68.16837,10473.25,2416.961
17.50031,S,17.50031,0.3349671,0.07112826,0.3857881,0.01583777,0,55.34218,6.110138,0.250405,61.32088,82.78355,3.461722,-35.4462613988914,-35.41633,-1.456371,376.617063523796,340.8677,136.683,64.90488,68.14993,10476.66,2418.328
17.51031,S,17.51031,0.3346806,0.07131391,0.3857855,0.01588016,0,55.34218,6.098768,0.2506093,61.32088,82.78344,3.461703,-35.4395633700054,-35.40968,-1.455065,376.29039086036,340.5136,136.6684,64.88415,68.13146,10480.07,2419.694
17.52031,S,17.52031,0.3343942,0.07151055,0.385783,0.0159217,0,55.34218,6.087409,0.2507983,61.32088,82.78333,3.461686,-35.4328850260955,-35.40305,-1.453751,375.963904396386,340.1596,136.6539,64.86338,68.11296,10483.47,2421.061
17.53031,S,17.53031,0.3341079,0.07170946,0.3857805,0.01596567,0,55.34218,6.076072,0.251024,61.32088,82.78321,3.461666,-35.4261976231543,-35.39641,-1.452459,375.637468333987,339.8056,136.6394,64.84258,68.09442,10486.87,2422.427
17.54031,S,17.54031,0.3338217,0.07190268,0.385778,0.01601017,0,55.34218,6.06475,0.251256,61.32088,82.7831,3.461648,-35.4195304375663,-35.38979,-1.451172,375.311166741117,339.4517,136.6249,64.82175,68.07585,10490.26,2423.794
17.55031,S,17.55031,0.3335356,0.07209248,0.3857755,0.01605339,0,55.34218,6.053443,0.2514661,61.32088,82.78298,3.461629,-35.4128627897411,-35.38317,-1.449873,374.98501271551,339.0979,136.6104,64.80089,68.05726,10493.65,2425.16
17.56031,S,17.56031,0.3332497,0.07229161,0.3857729,0.01609585,0,55.34218,6.04216,0.2516626,61.32088,82.78287,3.461611,-35.406214991295,-35.37657,-1.44857,374.658909424377,338.7441,136.5959,64.77999,68.03863,10497.04,2426.526
17.57031,S,17.57031,0.3329637,0.07248735,0.3857704,0.0161404,0,55.34218,6.030883,0.2518897,61.32088,82.78275,3.461592,-35.3995678770658,-35.36997,-1.447283,374.33294739855,338.3904,136.5814,64.75906,68.01997,10500.42,2427.892
17.58031,S,17.58031,0.3326778,0.07267765,0.3857679,0.01618419,0,55.34218,6.019629,0.2521031,61.32088,82.78264,3.461574,-35.3929405301707,-35.36339,-1.44599,374.007120194384,338.0368,136.5669,64.73811,68.00129,10503.8,2429.258
17.59031,S,17.59031,0.3323921,0.07287279,0.3857654,0.01622675,0,55.34218,6.008391,0.2522956,61.32088,82.78252,3.461555,-35.3863227962495,-35.35682,-1.444687,373.681350584598,337.6832,136.5524,64.71711,67.98257,10507.18,2430.623
17.60031,S,17.60031,0.3321064,0.07307542,0.3857629,0.01627041,0,55.34218,5.997161,0.2525031,61.32088,82.78241,3.461537,-35.3796954272258,-35.35024,-1.443392,373.355761766398,337.3297,136.538,64.69608,67.96381,10510.55,2431.989
17.61031,S,17.61031,0.3318209,0.07327906,0.3857604,0.01631575,0,55.34218,5.985962,0.2527352,61.32088,82.78229,3.461517,-35.3730987968163,-35.34369,-1.442115,373.03032119521,336.9763,136.5236,64.67501,67.94501,10513.92,2433.354
17.62031,S,17.62031,0.3315355,0.07348156,0.3857579,0.0163613,0,55.34218,5.974771,0.2529684,61.32088,82.78217,3.461499,-35.3664922034847,-35.33713,-1.440838,372.704925554796,336.6229,136.5092,64.65392,67.92619,10517.29,2434.719
17.63031,S,17.63031,0.3312501,0.07368107,0.3857554,0.0164066,0,55.34218,5.963594,0.2531957,61.32088,82.78205,3.461479,-35.3599055002055,-35.33059,-1.439558,372.379671822466,336.2696,136.4948,64.63278,67.90733,10520.65,2436.084
17.64031,S,17.64031,0.3309648,0.07387565,0.3857529,0.01645123,0,55.34218,5.952439,0.2534111,61.32088,82.78194,3.461461,-35.3533286549184,-35.32406,-1.438274,372.054560085516,335.9164,136.4804,64.61162,67.88844,10524.01,2437.449
17.65031,S,17.65031,0.3306797,0.07407759,0.3857504,0.01649476,0,55.34218,5.941295,0.2536072,61.32088,82.78182,3.461442,-35.3467614240966,-35.31754,-1.43698,371.729506725809,335.5632,136.466,64.59042,67.86954,10527.37,2438.814
17.66031,S,17.66031,0.3303945,0.0742726,0.3857479,0.01653995,0,55.34218,5.93017,0.2538272,61.32088,82.7817,3.461423,-35.3401947919136,-35.31102,-1.4357,371.404589008938,335.2101,136.4516,64.56918,67.85059,10530.72,2440.178
17.67031,S,17.67031,0.3301096,0.07448182,0.3857454,0.01658357,0,55.34218,5.919061,0.2540214,61.32088,82.78159,3.461404,-35.3336576769426,-35.30453,-1.434408,371.079859611218,334.8571,136.4373,64.54791,67.83159,10534.07,2441.543
17.68031,S,17.68031,0.3298247,0.07469246,0.3857429,0.01663038,0,55.34218,5.90797,0.2542625,61.32088,82.78146,3.461385,-35.3271116954012,-35.29803,-1.433143,370.755182442674,334.5041,136.423,64.5266,67.81257,10537.41,2442.907
17.69031,S,17.69031,0.3295399,0.07489851,0.3857404,0.0166775,0,55.34218,5.896892,0.2545062,61.32088,82.78133,3.461364,-35.3205658232608,-35.29153,-1.43188,370.430647846781,334.1512,136.4087,64.50527,67.79351,10540.76,2444.271
17.70031,S,17.70031,0.3292552,0.07510199,0.3857379,0.01672361,0,55.34218,5.88583,0.2547326,61.32088,82.78121,3.461344,-35.3140396388374,-35.28505,-1.430609,370.106249321545,333.7984,136.3944,64.48389,67.77443,10544.09,2445.635
17.71031,S,17.71031,0.3289706,0.07531129,0.3857354,0.01676913,0,55.34218,5.874791,0.2549482,61.32088,82.7811,3.461325,-35.3075333048297,-35.27859,-1.429334,369.781909959405,333.4456,136.3801,64.46249,67.75531,10547.43,2446.999
17.72031,S,17.72031,0.3286861,0.0755162,0.3857329,0.01681596,0,55.34218,5.863758,0.2551815,61.32088,82.78098,3.461306,-35.3010173721243,-35.27212,-1.428068,369.457713470264,333.0929,136.3658,64.44106,67.73617,10550.76,2448.363
17.73031,S,17.73031,0.3284016,0.07572497,0.3857304,0.0168618,0,55.34218,5.852747,0.255398,61.32088,82.78085,3.461286,-35.2945211686024,-35.26567,-1.426795,369.133569803049,332.7402,136.3515,64.41958,67.71698,10554.09,2449.726
17.74031,S,17.74031,0.3281173,0.07592472,0.3857279,0.01690852,0,55.34218,5.84175,0.2556258,61.32088,82.78073,3.461266,-35.2880352686678,-35.25923,-1.425529,368.809569221482,332.3876,136.3372,64.39806,67.69777,10557.41,2451.09
17.75031,S,17.75031,0.327833,0.07613514,0.3857254,0.01695321,0,55.34218,5.830769,0.2558211,61.32088,82.78061,3.461246,-35.2815587029331,-35.2528,-1.424246,368.485751518052,332.0351,136.323,64.37651,67.67851,10560.73,2452.453
17.76031,S,17.76031,0.3275488,0.07635184,0.385723,0.01700029,0,55.34218,5.819811,0.2560509,61.32088,82.78049,3.461227,-35.2750930461512,-35.24638,-1.422985,368.16199367473,331.6826,136.3088,64.35493,67.65922,10564.05,2453.816
17.77031,S,17.77031,0.3272648,0.07656236,0.3857205,0.01704878,0,55.34218,5.80886,0.2562994,61.32088,82.78036,3.461206,-35.2686278208886,-35.23996,-1.421734,367.838372667766,331.3302,136.2946,64.33331,67.6399,10567.36,2455.179
17.78031,S,17.78031,0.3269808,0.07677095,0.385718,0.01709588,0,55.34218,5.797932,0.2565254,61.32088,82.78024,3.461186,-35.2621722125315,-35.23355,-1.420473,367.514895205482,330.9779,136.2804,64.31166,67.62054,10570.67,2456.542
17.79031,S,17.79031,0.326697,0.07698606,0.3857155,0.01714256,0,55.34218,5.787014,0.2567428,61.32088,82.78011,3.461167,-35.2557264232543,-35.22715,-1.419207,367.19147797565,330.6256,136.2662,64.28998,67.60117,10573.98,2457.905
17.80031,S,17.80031,0.3264131,0.07719725,0.3857131,0.01719069,0,55.34218,5.776114,0.2569802,61.32088,82.77998,3.461146,-35.2492911776069,-35.22076,-1.417954,366.868197874385,330.2734,136.252,64.26826,67.58174,10577.28,2459.267
17.81031,S,17.81031,0.3261294,0.0773999,0.3857106,0.01723794,0,55.34218,5.765231,0.2572025,61.32088,82.77986,3.461126,-35.2428656705728,-35.21438,-1.416694,366.545061626538,329.9213,136.2378,64.24649,67.5623,10580.58,2460.63
17.82031,S,17.82031,0.3258459,0.07760724,0.3857081,0.01728329,0,55.34218,5.754364,0.2573943,61.32088,82.77974,3.461106,-35.236459533204,-35.20802,-1.415418,366.221985986595,329.5692,136.2236,64.2247,67.54281,10583.87,2461.992
17.83031,S,17.83031,0.3255623,0.07782799,0.3857056,0.01732969,0,55.34218,5.743509,0.2576,61.32088,82.77962,3.461087,-35.2300537464549,-35.20166,-1.41415,365.899094383517,329.2172,136.2095,64.20287,67.52328,10587.17,2463.354
17.84031,S,17.84031,0.3252789,0.07805146,0.3857032,0.01737908,0,55.34218,5.732678,0.2578485,61.32088,82.77949,3.461066,-35.2236490717853,-35.1953,-1.412909,365.576257061315,328.8652,136.1954,64.18101,67.50372,10590.46,2464.716
17.85031,S,17.85031,0.3249956,0.07827353,0.3857007,0.01742909,0,55.34218,5.721855,0.2581035,61.32088,82.77936,3.461045,-35.2172544967861,-35.18895,-1.41167,365.253564105079,328.5133,136.1813,64.15911,67.48412,10593.74,2466.078
17.86031,S,17.86031,0.3247124,0.07848746,0.3856983,0.01747878,0,55.34218,5.711052,0.2583522,61.32088,82.77923,3.461024,-35.210869941225,-35.18261,-1.410431,364.931015608494,328.1615,136.1672,64.13717,67.4645,10597.02,2467.44
17.87031,S,17.87031,0.3244293,0.07870642,0.3856958,0.01752665,0,55.34218,5.700266,0.2585719,61.32088,82.7791,3.461003,-35.2045047566796,-35.17629,-1.409176,364.608521758173,327.8097,136.1531,64.1152,67.44484,10600.3,2468.802
17.88031,S,17.88031,0.3241462,0.07892212,0.3856933,0.01757565,0,55.34218,5.689493,0.258806,61.32088,82.77897,3.460982,-35.1981399605973,-35.16997,-1.40793,364.286172589565,327.458,136.139,64.09319,67.42515,10603.57,2470.163
17.89031,S,17.89031,0.3238632,0.0791277,0.3856909,0.01762392,0,55.34218,5.678735,0.2590277,61.32088,82.77884,3.460961,-35.191784984633,-35.16366,-1.406679,363.963961506271,327.1064,136.1249,64.07114,67.40543,10606.85,2471.524
17.90031,S,17.90031,0.3235804,0.0793344,0.3856884,0.01766992,0,55.34218,5.667994,0.259214,61.32088,82.77872,3.460943,-35.1854492620768,-35.15737,-1.405409,363.641901979576,326.7549,136.1108,64.04906,67.38567,10610.11,2472.885
17.91031,S,17.91031,0.3232977,0.0795616,0.3856859,0.01771619,0,55.34218,5.657274,0.2594026,61.32088,82.7786,3.460923,-35.1791237206464,-35.15109,-1.404143,363.319944490997,326.4034,136.0968,64.02695,67.36587,10613.38,2474.247
17.92031,S,17.92031,0.3230151,0.07978576,0.3856835,0.01776703,0,55.34218,5.646563,0.2596559,61.32088,82.77847,3.460901,-35.1727896124226,-35.1448,-1.402912,362.998125465949,326.052,136.0828,64.00479,67.34603,10616.64,2475.607
17.93032,S,17.93032,0.3227326,0.0800108,0.385681,0.01781718,0,55.34218,5.635873,0.2598973,61.32088,82.77834,3.46088,-35.1664653640756,-35.13852,-1.401677,362.676368604003,325.7006,136.0688,63.9826,67.32616,10619.89,2476.968
17.94032,S,17.94032,0.3224501,0.08023085,0.3856786,0.01786755,0,55.34218,5.625196,0.2601396,61.32088,82.7782,3.460858,-35.1601611672053,-35.13226,-1.400443,362.354750421114,325.3493,136.0548,63.96038,67.30626,10623.15,2478.329
17.95032,S,17.95032,0.3221677,0.08046091,0.3856761,0.01791679,0,55.34218,5.61453,0.2603633,61.32088,82.77807,3.460837,-35.1538565998327,-35.126,-1.399199,362.033194673441,324.998,136.0408,63.93812,67.28632,10626.4,2479.689
17.96032,S,17.96032,0.3218854,0.08067927,0.3856737,0.01796828,0,55.34218,5.603883,0.2606179,61.32088,82.77794,3.460816,-35.1475527764925,-35.11974,-1.397973,361.711777821721,324.6468,136.0268,63.91582,67.26635,10629.64,2481.05
17.97032,S,17.97032,0.3216032,0.0808993,0.3856712,0.01801715,0,55.34218,5.593256,0.2608325,61.32088,82.77781,3.460795,-35.14127820137,-35.11351,-1.396728,361.390513414458,324.2957,136.0128,63.89348,67.24635,10632.89,2482.41
17.98032,S,17.98032,0.3213211,0.08111418,0.3856688,0.01806639,0,55.34218,5.582639,0.2610503,61.32088,82.77768,3.460774,-35.1350036942172,-35.10728,-1.395484,361.069298368482,323.9446,135.9988,63.87111,67.22631,10636.13,2483.77
17.99032,S,17.99032,0.3210391,0.08133301,0.3856663,0.01811448,0,55.34218,5.572042,0.2612497,61.32088,82.77755,3.460753,-35.1287489216908,-35.10107,-1.394233,360.748236007385,323.5936,135.9848,63.8487,67.20623,10639.36,2485.13
18.00032,S,18.00032,0.3207572,0.08156892,0.3856639,0.01816346,0,55.34218,5.561459,0.26146,61.32088,82.77742,3.460732,-35.1224944157977,-35.09486,-1.392988,360.427270512373,323.2426,135.9709,63.82625,67.18611,10642.6,2486.49
18.01032,S,18.01032,0.3204754,0.08179997,0.3856615,0.01821626,0,55.34218,5.550887,0.2617229,61.32088,82.77728,3.46071,-35.1162410876005,-35.08865,-1.391772,360.106451264555,322.8917,135.957,63.80377,67.16595,10645.82,2487.849
18.02032,S,18.02032,0.3201936,0.08202875,0.385659,0.01826797,0,55.34218,5.540334,0.2619685,61.32088,82.77715,3.460688,-35.1099975010523,-35.08245,-1.390549,359.785778362564,322.5409,135.9431,63.78125,67.14577,10649.05,2489.209
18.03032,S,18.03032,0.319912,0.08225716,0.3856566,0.01831918,0,55.34218,5.529798,0.2622045,61.32088,82.77701,3.460666,-35.1037637755168,-35.07626,-1.389322,359.465162274875,322.1901,135.9292,63.75869,67.12554,10652.27,2490.568
18.04032,S,18.04032,0.3196305,0.0824856,0.3856542,0.01837029,0,55.34218,5.51928,0.2624375,61.32088,82.77688,3.460645,-35.097540069575,-35.07008,-1.388095,359.144692766384,321.8394,135.9153,63.7361,67.10529,10655.49,2491.927
18.05032,S,18.05032,0.319349,0.08271849,0.3856517,0.01842142,0,55.34218,5.508772,0.2626682,61.32088,82.77674,3.460623,-35.0913263042316,-35.06391,-1.386866,358.824280341591,321.4887,135.9014,63.71347,67.08499,10658.71,2493.287
18.06032,S,18.06032,0.3190676,0.08294693,0.3856493,0.01847355,0,55.34218,5.498278,0.2629112,61.32088,82.7766,3.460601,-35.0851228746391,-35.05775,-1.385645,358.504014730816,321.1381,135.8875,63.6908,67.06467,10661.92,2494.646
18.07032,S,18.07032,0.3187864,0.08318877,0.3856468,0.01852468,0,55.34218,5.487805,0.2631381,61.32088,82.77647,3.460578,-35.0789191959785,-35.05159,-1.384417,358.183943551579,320.7876,135.8737,63.66809,67.04429,10665.12,2496.004
18.08032,S,18.08032,0.3185052,0.08342849,0.3856444,0.01857882,0,55.34218,5.477347,0.2634055,61.32088,82.77633,3.460556,-35.0727264836506,-35.04544,-1.383213,357.863923128374,320.4371,135.8599,63.64535,67.02388,10668.33,2497.363
18.09032,S,18.09032,0.3182242,0.08367085,0.385642,0.01863247,0,55.34218,5.466904,0.263664,61.32088,82.77618,3.460533,-35.0665436322148,-35.0393,-1.382005,357.544056721295,320.0867,135.8461,63.62257,67.00343,10671.53,2498.722
18.10032,S,18.10032,0.3179432,0.0839069,0.3856396,0.01868672,0,55.34218,5.456476,0.2639287,61.32088,82.77605,3.460511,-35.0603709964984,-35.03317,-1.380802,357.224337643374,319.7364,135.8323,63.59975,66.98296,10674.73,2500.08
18.11032,S,18.11032,0.3176624,0.0841389,0.3856372,0.01873956,0,55.34218,5.446063,0.2641712,61.32088,82.7759,3.460487,-35.054207907084,-35.02705,-1.379587,356.90466969814,319.3861,135.8185,63.57689,66.96244,10677.92,2501.438
18.12032,S,18.12032,0.3173816,0.08437596,0.3856348,0.01879149,0,55.34218,5.435668,0.2643991,61.32088,82.77576,3.460465,-35.048054600984,-35.02094,-1.378366,356.585156126005,319.0359,135.8047,63.55399,66.9419,10681.11,2502.796
18.13032,S,18.13032,0.3171009,0.08460914,0.3856323,0.01884455,0,55.34218,5.425284,0.2646405,61.32088,82.77563,3.460443,-35.041911589648,-35.01484,-1.377152,356.265693951557,318.6857,135.7909,63.53106,66.92131,10684.3,2504.154
18.14032,S,18.14032,0.3168203,0.08484535,0.3856299,0.01889675,0,55.34218,5.414918,0.2648679,61.32088,82.77549,3.460421,-35.0357683697136,-35.00874,-1.375932,355.946386401991,318.3356,135.7771,63.50809,66.9007,10687.48,2505.512
18.15032,S,18.15032,0.3165398,0.08508883,0.3856275,0.01894963,0,55.34218,5.404567,0.2651029,61.32088,82.77535,3.460399,-35.0296453972221,-35.00266,-1.374718,355.627267758009,317.9856,135.7634,63.48508,66.88002,10690.66,2506.87
18.16032,S,18.16032,0.3162594,0.08533993,0.3856251,0.01900412,0,55.34218,5.394234,0.2653583,61.32088,82.77521,3.460375,-35.0235229616566,-34.99658,-1.373517,355.308207798426,317.6356,135.7497,63.46203,66.85932,10693.84,2508.228
18.17032,S,18.17032,0.3159791,0.08558309,0.3856227,0.01906034,0,55.34218,5.383913,0.2656355,61.32088,82.77506,3.460352,-35.0174109758992,-34.99051,-1.372327,354.98929606042,317.2857,135.736,63.43895,66.83858,10697.01,2509.585
18.18032,S,18.18032,0.3156989,0.08582278,0.3856203,0.01911477,0,55.34218,5.373608,0.2658857,61.32088,82.77492,3.460329,-35.0112985460298,-34.98444,-1.371125,354.670539496786,316.9359,135.7223,63.41582,66.81781,10700.18,2510.942
