Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,67.5,0,0,70.75,85.00175,2.298669,0,0,0,0,0,0,84,84,0,0
0.010,S,0.010,0.010,0,0.3727422,0,10.35974,67.5,0,0,70.71592,85.00175,2.304166,0,0,0,22.0049991607666,0,0,84,84,0,0
0.02,S,0.02,0.01932262,0,0.4363156,0,20.71948,67.49979,0.04097784,0,70.68184,85.00175,2.309663,0,0,0,22.0049991607666,0,0,84,84,0,0
0.03,S,0.03,0.01932262,0,0.4363156,0,506.115,67.49913,0.04097784,0,70.64776,85.00175,2.31516,209.253509712243,207.728778089196,25.21479883841,22.3538749499316,2.077288,0.252148,84,84,0.01038644,0.00126074
0.04,S,0.04,0.01962897,0,0.4371798,0,1123.381,67.49303,0.04237122,0,70.61368,85.00175,2.320657,503.510324425404,500.38933230488,55.9746631830103,23.8904538392946,7.081182,0.8118947,84,84,0.05617879,0.006580953
0.05,S,0.05,0.02097824,0,0.4405698,0,1117.626,67.45718,0.04877175,0,70.5796,85.00175,2.326154,501.046896380953,497.939344239892,55.7171592144802,26.3021769455581,12.06058,1.369066,84,84,0.1518876,0.01748576
0.05999999,S,0.05999999,0.02309599,0,0.4447683,0,1116.906,67.40951,0.05967888,0,70.54551,85.00175,2.331651,501.075208012754,497.967501420802,55.7201185726316,29.3781487070435,17.04025,1.926267,84,84,0.2973917,0.03396242
0.06999999,S,0.06999999,0.02579702,0,0.4486605,0,1125,67.36257,0.07510486,0,70.51143,85.00175,2.337148,505.304894347084,502.174111035196,56.1622511757521,32.9641171950971,22.06199,2.48789,84,84,0.4929029,0.05603321
0.07999999,S,0.07999999,0.02894588,0,0.4517668,0,1143.689,67.31533,0.09521294,0,70.47735,85.00175,2.342645,514.604567999338,511.423041270366,57.1343527446952,36.9697540241691,27.17622,3.059234,84,84,0.739094,0.08376882
0.08999999,S,0.08999999,0.03246327,0,0.4540143,0,1165.026,67.26757,0.1203533,0,70.44327,85.00175,2.348142,525.186165641626,521.946891986324,58.2404543867099,41.3186492909528,32.39569,3.641639,84,84,1.036953,0.1172732
0.09999999,S,0.09999999,0.03628208,0,0.4554861,0,1186.364,67.21893,0.1508198,0,70.40919,85.00175,2.353639,535.787594135946,532.490456666964,59.3486275207244,45.9498398662692,37.7206,4.235125,84,84,1.387535,0.156657
0.11,S,0.11,0.0403488,0,0.4563204,0,1207.701,67.16938,0.1868634,0,70.37511,85.00175,2.359136,546.409563857553,543.054442184542,60.4589472174042,50.8198821811775,43.15115,4.839715,84,84,1.791894,0.2020312
0.12,S,0.12,0.04462527,0,0.456657,0,1225.053,67.11893,0.2287379,0,70.34103,85.00175,2.364633,555.141988924495,551.73919203633,61.3717511412343,55.8801600255421,48.66854,5.453433,84,84,2.250992,0.2534969
0.13,S,0.13,0.04906881,0,0.4566164,0,1236.428,67.06763,0.2765292,0,70.30695,85.00175,2.37013,561.024893172686,557.589975340298,61.986693406158,61.0806855577575,54.24444,6.0733,84,84,2.765557,0.3111306
0.14,S,0.14,0.05363552,0,0.4562988,0,1247.803,67.01576,0.3301598,0,70.27287,85.00175,2.375627,566.918883990547,563.451782495316,62.6027940905084,66.4035258500417,59.87896,6.699328,84,84,3.336174,0.3749937
0.15,S,0.15,0.05830967,0,0.4557812,0,1259.177,66.96342,0.3897604,0,70.23878,85.00175,2.381124,572.823501729659,569.324156378908,63.2200055146565,71.8355430803889,65.5722,7.331528,84,84,3.963429,0.445148
0.16,S,0.16,0.06307971,0,0.4551207,0,1272.561,66.91059,0.4554655,0,70.2047,85.00175,2.386621,579.704796836296,576.167871603744,63.9393087749889,77.3762126553539,71.33388,7.970922,84,84,4.64796,0.5216603
0.17,S,0.17,0.0679452,0,0.4543582,0,1286.806,66.85725,0.5275384,0,70.17062,85.00175,2.392118,587.01304228671,583.43620247486,64.7032414675904,83.0223014650267,77.16824,8.617954,84,84,5.390471,0.6046047
0.18,S,0.18,0.07290329,0,0.4535239,0,1299.011,66.80333,0.6062058,0,70.13654,85.00175,2.397614,593.352907533267,589.741439682187,65.3659483199267,88.7588328377351,83.06566,9.271614,84,84,6.19164,0.6940525
0.19,S,0.19,0.07794085,0,0.4526422,0,1303.058,66.74881,0.6915083,0,70.10246,85.00175,2.403111,595.773167143018,592.14847933553,65.618938640015,94.5431908798524,88.98714,9.927803,84,84,7.051904,0.7900496
0.2,S,0.2,0.08302044,0,0.4517365,0,1307.104,66.69398,0.782984,0,70.06837,85.00175,2.408608,598.19723596424,594.559307114699,65.8723268037905,100.371464972893,94.93273,10.58653,84,84,7.971503,0.8926213
0.21,S,0.21,0.08813865,0,0.4508198,0,1312.252,66.63898,0.8806794,0,70.03429,85.00175,2.414105,601.15556697731,597.501478349519,66.1815614650319,106.245701838884,100.9077,11.24835,84,84,8.950706,1.001796
0.22,S,0.22,0.09329727,0,0.4499008,0,1317.675,66.58379,0.9847369,0,70.00021,85.00175,2.419602,604.250553837632,600.579558463142,66.5050807781104,112.164853065835,106.9135,11.9134,84,84,9.989812,1.117604
0.23,S,0.23,0.09849539,0,0.4489861,0,1323.098,66.52838,1.095248,0,69.96613,85.00175,2.425099,607.349692360266,603.66176706402,66.8290340739273,118.126898484942,112.9501,12.58169,84,84,11.08913,1.24008
0.24,S,0.24,0.1037312,0,0.4480807,0,1328.521,66.47274,1.212285,0,69.93205,85.00175,2.430596,610.452934116722,606.748056036188,67.1534159073199,124.130298880889,119.0176,13.25322,84,84,12.24897,1.369254
0.25,S,0.25,0.1090034,0,0.4471883,0,1333.944,66.41687,1.335921,0,69.89797,85.00175,2.436093,613.560544843326,609.838689584269,67.4782548276182,130.173706703915,125.116,13.928,84,84,13.46964,1.505161
0.26,S,0.26,0.1143108,0,0.4463116,0,1339.368,66.36076,1.46623,0,69.86389,85.00175,2.44159,616.672406031238,612.933549937263,67.8035376780647,136.25599788849,131.2453,14.60604,84,84,14.75144,1.647831
0.27,S,0.27,0.1196525,0,0.4454524,0,1344.791,66.30444,1.603291,0,69.82981,85.00175,2.447087,619.788385312441,616.032505413284,68.129251004504,142.37632071824,137.4056,15.28733,84,84,16.0947,1.797298
0.28,S,0.28,0.1250276,0,0.444635,0,1350.214,66.24788,1.74727,0,69.79572,85.00175,2.452584,622.908636747046,619.135709235632,68.4554109136278,148.533975092184,143.597,15.97188,84,84,17.49971,1.953594
0.29,S,0.29,0.1304355,0,0.4446782,0,1355.637,66.19109,1.901774,0,69.76164,85.00175,2.458081,626.031320076571,622.241331248358,68.7818246565562,154.728186210514,149.8194,16.6597,84,84,18.96679,2.116751
0.3,S,0.3,0.1358756,0,0.4447247,0,1361.06,66.13408,2.063815,0,69.72756,85.00175,2.463578,629.158071846899,625.350998975502,69.1086640765827,160.958467490065,156.0729,17.35079,84,84,20.49625,2.286804
0.31,S,0.31,0.1413475,0,0.4447745,0,1366.483,66.07684,2.233506,0,69.69348,85.00175,2.469075,632.288675550603,628.464497183212,69.4359057677506,167.224317354482,162.3575,18.04515,84,84,22.08841,2.463784
0.32,S,0.32,0.1468507,0,0.4448276,0,1371.906,66.01936,2.410948,0,69.6594,85.00175,2.474572,635.42338968612,631.58208287663,69.7635775273637,173.525400078738,168.6733,18.74279,84,84,23.74356,2.647723
0.33,S,0.33,0.152385,0,0.4448842,0,1377.329,65.96166,2.596255,0,69.62532,85.00175,2.480069,638.561995769423,634.70353885609,70.0916557414943,179.861338064364,175.0203,19.44371,84,84,25.46203,2.838656
0.3399999,S,0.3399999,0.1579499,0,0.4449444,0,1382.752,65.90373,2.789532,0,69.59124,85.00175,2.485566,641.704499458706,637.828870710722,70.4201413903241,186.231897810854,181.3986,20.14791,84,84,27.24412,3.036614
0.3499999,S,0.3499999,0.1635453,0,0.4450081,0,1388.175,65.84557,2.990895,0,69.55716,85.00175,2.491063,644.85100681268,640.958183924319,70.7490455608153,192.636792463914,187.8082,20.8554,84,84,29.09015,3.241631
0.3599999,S,0.3599999,0.1691711,0,0.4450755,0,1393.598,65.78719,3.200454,0,69.52308,85.00175,2.49656,648.001371800379,644.091333311474,71.0783525992348,199.075765579681,194.2491,21.56618,84,84,31.00044,3.453738
0.3699999,S,0.3699999,0.1748268,0,0.4451466,0,1399.021,65.72857,3.418319,0,69.489,85.00175,2.502057,651.155676254682,647.228400176374,71.4080718394224,205.548691566058,200.7214,22.28026,84,84,32.97529,3.672971
0.3799999,S,0.3799999,0.1805124,0,0.4452215,0,1404.444,65.66972,3.644608,0,69.45492,85.00175,2.507554,654.313872130164,650.369336826622,71.7381974799196,212.055369317365,207.2251,22.99764,84,84,35.01503,3.89936
0.3899999,S,0.3899999,0.1862279,0,0.4453004,0,1409.867,65.61065,3.879433,0,69.42083,85.00175,2.513051,657.475965780477,653.514149542486,72.0687305752817,218.595622025317,213.7602,23.71833,84,84,37.11995,4.13294
0.3999999,S,0.3999999,0.1919729,0,0.4453833,0,1415.12,65.55135,4.122912,0,69.38675,85.00175,2.518548,660.558482018013,656.57981935062,72.3909454797303,225.168586351401,220.326,24.44224,84,84,39.29038,4.373743
0.4099999,S,0.4099999,0.1977467,0,0.4454703,0,1418.843,65.49181,4.375133,0,69.35267,85.00175,2.524045,662.893086603765,658.901664705696,72.6349813459646,231.766617075863,226.915,25.16859,84,84,41.52659,4.621797
0.4199999,S,0.4199999,0.2035428,0,0.4455613,0,1422.566,65.4321,4.635909,0,69.31859,85.00175,2.529541,665.229616043128,661.225424221393,72.8792180537507,238.38967648361,233.5273,25.89738,84,84,43.8288,4.877127
0.4299999,S,0.4299999,0.2093609,0,0.4456565,0,1426.289,65.37222,4.905334,0,69.28451,85.00175,2.535038,667.567958750585,663.550986838089,73.123644716477,245.037546981848,240.1628,26.62862,84,84,46.19725,5.139757
0.4399998,S,0.4399998,0.215201,0,0.4457559,0,1430.012,65.31219,5.183497,0,69.25043,85.00175,2.540535,669.907854505418,665.878093845669,73.3682333473417,251.710215404867,246.8216,27.3623,84,84,48.63217,5.409711
0.4499998,S,0.4499998,0.2210629,0,0.4458596,0,1433.735,65.25201,5.47049,0,69.21635,85.00175,2.546032,672.249518856136,668.20695952955,73.6130072648944,258.407584236306,253.5037,28.09843,84,84,51.1338,5.687015
0.4599998,S,0.4599998,0.2269467,0,0.4459677,0,1437.458,65.19167,5.766408,0,69.18227,85.00175,2.551529,674.592686052805,670.537319680767,73.8579379029199,265.129563723751,260.2091,28.83701,84,84,53.70236,5.971692
0.4699998,S,0.4699998,0.2328524,0,0.4460803,0,1441.182,65.13116,6.071347,0,69.14819,85.00175,2.557026,676.937491686911,672.869309107904,74.103039829814,271.87607270998,266.9378,29.57804,84,84,56.3381,6.263767
0.4799998,S,0.4799998,0.2387796,0,0.4461975,0,1444.905,65.07051,6.385396,0,69.11411,85.00175,2.562523,679.28382989409,675.202822527132,74.3483019777693,278.64703697689,273.6898,30.32152,84,84,59.04123,6.563265
0.4899998,S,0.4899998,0.2447285,0,0.4463194,0,1448.628,65.0097,6.708656,0,69.08002,85.00175,2.56802,681.631756183967,677.537915146087,74.5937301516209,285.442488493856,280.4652,31.06746,84,84,61.81201,6.87021
0.4999998,S,0.4999998,0.2506991,0,0.4464541,0,1452.351,64.94873,7.041353,0,69.04594,85.00175,2.573517,683.981095792245,679.87441315761,74.8393060814671,292.262265735245,287.2639,31.81585,84,84,64.65065,7.184626
0.5099998,S,0.5099998,0.2566912,0,0.4466538,0,1456.074,64.8876,7.384466,0,69.01186,85.00175,2.579014,686.331447264805,682.211917346907,75.0849874106574,299.106412073186,294.086,32.5667,84,84,67.5574,7.506539
0.5199998,S,0.5199998,0.2627049,0,0.4468588,0,1459.797,64.82632,7.737196,0,68.97778,85.00175,2.584511,688.683269468258,684.550883987081,75.3308228947177,305.974875532142,300.9315,33.32001,84,84,70.53249,7.835972
0.5299998,S,0.5299998,0.2687402,0,0.447069,0,1463.52,64.76488,8.099652,0,68.9437,85.00175,2.590008,691.03642349546,686.89117497559,75.5767976170581,312.867607647265,307.8004,34.07578,84,84,73.57614,8.172952
0.5399998,S,0.5399998,0.2747969,0,0.4472848,0,1467.243,64.70328,8.471944,0,68.90961,85.00175,2.595505,693.390880301609,689.232761471376,75.8229081477478,319.784565791095,314.6927,34.83401,84,84,76.68861,8.517501
0.5499998,S,0.5499998,0.2808751,0,0.4475062,0,1470.966,64.64153,8.854177,0,68.87553,85.00175,2.601002,695.746602502575,691.575606252968,76.0691509727571,326.725806448602,321.6085,35.5947,84,84,79.87011,8.869644
0.5599998,S,0.5599998,0.2869748,0,0.4477333,0,1474.689,64.57961,9.246469,0,68.84145,85.00175,2.606499,698.103639624371,693.91975857699,76.3155312714612,333.691196423701,328.5477,36.35786,84,84,83.12089,9.229407
0.5699998,S,0.5699998,0.293096,0,0.4479662,0,1478.412,64.51755,9.648927,0,68.80737,85.00175,2.611996,700.461872203592,696.26509963489,76.5620365545339,340.68069898508,335.5103,37.12348,84,84,86.44118,9.596814
0.5799997,S,0.5799997,0.2992385,0,0.4482052,0,1482.135,64.45532,10.06166,0,68.77329,85.00175,2.617493,702.821354833092,698.611683722403,76.808672530989,347.694381800116,342.4964,37.89157,84,84,89.83121,9.971889
0.5899997,S,0.5899997,0.3054025,0,0.4484502,0,1485.858,64.39294,10.48479,0,68.73921,85.00175,2.62299,705.181954301656,700.959378358317,77.0554252744438,354.732213765046,349.506,38.66212,84,84,93.29122,10.35466
0.5999997,S,0.5999997,0.3115878,0,0.4487014,0,1489.579,64.33041,10.91844,0,68.70513,85.00175,2.628487,707.542770153557,703.30728803279,77.3022004637112,361.794168512227,356.5391,39.43514,84,84,96.82145,10.74514
0.6099997,S,0.6099997,0.3177946,0,0.4489591,0,1493.284,64.26771,11.36272,0,68.67105,85.00175,2.633984,709.896343358319,705.647994473304,77.5482186082669,368.880121064327,363.5956,40.21062,84,84,100.4221,11.14337
0.6199997,S,0.6199997,0.3240227,0,0.4492234,0,1496.988,64.20486,11.81775,0,68.63696,85.00175,2.639481,712.250902955656,707.989681734852,77.794339884925,375.990046093085,370.6755,40.98856,84,84,104.0935,11.54937
0.6299997,S,0.6299997,0.3302721,0,0.4494943,0,1500.693,64.14185,12.28365,0,68.60288,85.00175,2.644978,714.606499286104,710.332399884006,78.0405695582103,383.12392373016,377.7788,41.76897,84,84,107.8357,11.96316
0.6399997,S,0.6399997,0.3365428,0,0.4497721,0,1504.397,64.07868,12.76055,0,68.5688,85.00175,2.650475,716.962960866915,712.675978399225,78.286889501125,390.281829730657,384.9056,42.55184,84,84,111.6492,12.38476
0.6499997,S,0.6499997,0.3428347,0,0.450057,0,1508.102,64.01537,13.24857,0,68.53472,85.00175,2.655972,719.320337719032,715.020467007515,78.5333051423264,397.463645303782,392.0558,43.33717,84,84,115.534,12.81421
0.6599997,S,0.6599997,0.3491479,0,0.4503492,0,1511.806,63.95189,13.74785,0,68.50064,85.00175,2.661469,721.678560985208,717.365797229308,78.7798092866445,404.669354630554,399.2294,44.12497,84,84,119.4904,13.25152
0.6699997,S,0.6699997,0.3554824,0,0.4506487,0,1515.51,63.88826,14.25849,0,68.46656,85.00175,2.666966,724.037604031819,719.711942578165,79.0263991492814,411.899037321112,406.4265,44.91523,84,84,123.5187,13.69672
0.6799996,S,0.6799996,0.3618383,0,0.4509558,0,1519.215,63.82447,14.78067,0,68.43248,85.00175,2.672463,726.397405754367,722.05884228511,79.2730683432952,419.152678550256,413.6471,45.70796,84,84,127.619,14.14984
0.6899996,S,0.6899996,0.3682153,0,0.4512708,0,1522.919,63.76052,15.3145,0,68.3984,85.00175,2.677959,728.757882775755,724.40641345242,79.5198079525024,426.430262607687,420.8912,46.50315,84,84,131.7917,14.61089
0.6999996,S,0.6999996,0.3746137,0,0.4515938,0,1526.624,63.69642,15.86012,0,68.36432,85.00175,2.683456,731.119023629854,726.754644656051,79.766616979333,433.731777142739,428.1588,47.30082,84,84,136.037,15.07991
0.7099996,S,0.7099996,0.3810335,0,0.4519251,0,1530.328,63.63216,16.41769,0,68.33024,85.00175,2.688953,733.480791433549,729.103499216089,80.0134915676062,441.057208181332,435.4499,48.10096,84,84,140.355,15.55692
0.7199996,S,0.7199996,0.3874744,0,0.4522648,0,1534.033,63.56775,16.98734,0,68.29616,85.00175,2.69445,735.843104664683,731.452896057284,80.2604231983102,448.40644259439,442.7644,48.90356,84,84,144.7461,16.04194
0.7299996,S,0.7299996,0.3939366,0,0.4526132,0,1537.737,63.50318,17.5692,0,68.26208,85.00175,2.699947,738.205835388072,733.802707967769,80.507398294629,455.779568472487,450.1024,49.70863,84,84,149.2104,16.535
0.7399996,S,0.7399996,0.40042,3.008067,0.4529707,0,1541.442,63.43845,18.16345,0,68.22799,85.00175,2.705444,740.569244145686,736.1532,80.75439,463.176575241477,457.4639,50.51617,84,83.69855,153.7851,17.03613
0.7499996,S,0.7499996,0.4069248,2.950344,0.4787574,0.4479818,1545.146,63.37357,19.82271,19.14679,68.19391,85.00175,2.710941,742.46566633563,739.0117,71.53302,470.587745205488,464.854,51.2315,83.99714,83.71082,158.4336,17.54486
0.7599996,S,0.7599996,0.4134423,2.888347,0.4781677,0.4393923,1548.851,63.30854,20.43386,19.37487,68.15983,85.00175,2.716438,744.832479547526,741.3739,71.69493,478.022899908617,472.2677,51.94845,83.98855,83.72282,163.1563,18.06076
0.7699996,S,0.7699996,0.4199812,2.822131,0.477537,0.4301667,1552.555,63.24334,21.05364,19.56168,68.12575,85.00175,2.721935,747.200775001955,743.728,71.95596,485.482178280943,479.705,52.66801,83.97423,83.73445,167.9534,18.58385
0.7799996,S,0.7799996,0.4265417,2.751754,0.476871,0.4203132,1556.26,63.17799,21.68218,19.70433,68.09167,85.00175,2.727432,749.570485325528,746.0737,72.31837,492.965520632426,487.1657,53.39119,83.95417,83.7456,172.825,19.11414
0.7899995,S,0.7899995,0.4331235,2.677272,0.4761756,0.4098401,1559.964,63.11249,22.31966,19.79991,68.05759,85.00175,2.732929,751.941491554516,748.4106,72.78448,500.473068661565,494.6498,54.11903,83.92839,83.75617,177.7715,19.6517
0.7999995,S,0.7999995,0.439727,2.598741,0.4754569,0.3987556,1563.669,63.04683,22.96627,19.84542,68.02351,85.00175,2.738426,754.313819926683,750.7384,73.35662,508.004866192843,502.1572,54.8526,83.89687,83.76608,182.7931,20.19655
0.8099995,S,0.8099995,0.446352,2.516249,0.4747211,0.3870675,1565.945,62.98101,23.62226,19.83726,67.98943,85.00175,2.743923,755.957843641546,752.3312,73.95963,515.553622418839,509.6805,55.5922,83.85963,83.77521,187.8899,20.74878
0.8199995,S,0.8199995,0.4529924,2.429849,0.4739749,0.3747891,1568.222,62.91506,24.28727,19.77263,67.95535,85.00175,2.74942,757.601502721319,753.9125,74.67248,523.119477586637,517.2197,56.33892,83.81666,83.78348,193.0621,21.30843
0.8299995,S,0.8299995,0.4596481,2.339588,0.4732248,0.3619278,1570.498,62.84902,24.96159,19.64838,67.92126,85.00175,2.754917,759.244249841379,755.4813,75.49726,530.702280283083,524.7745,57.09389,83.76796,83.79082,198.3098,21.8756
0.8399995,S,0.8399995,0.4663191,2.24551,0.4724773,0.3484906,1572.774,62.78289,25.64557,19.46134,67.88718,85.00175,2.760414,760.886016683276,757.037,76.43632,538.302075604335,532.3448,57.85825,83.71353,83.79712,203.6333,22.45036
0.8499995,S,0.8499995,0.4730052,2.147661,0.4717395,0.3344839,1575.05,62.71666,26.33959,19.20818,67.8531,85.00175,2.765911,762.526988431964,758.5792,77.49197,545.919011682491,539.9306,58.63317,83.65337,83.80231,209.0326,23.03281
0.8599995,S,0.8599995,0.4797069,2.046089,0.4710183,0.3199144,1577.327,62.65033,27.04412,18.88561,67.81902,85.00175,2.771408,764.166812711636,760.1069,78.6665,553.553037532296,547.5317,59.41983,83.58748,83.80633,214.5079,23.62308
0.8699995,S,0.8699995,0.4864239,1.940839,0.4703208,0.304789,1579.603,62.58391,27.75969,18.49026,67.78493,85.00175,2.776905,765.805803616787,761.6197,79.96225,561.204108348612,555.1479,60.21945,83.51586,83.80907,220.0594,24.22128
0.8799995,S,0.8799995,0.4931563,1.831958,0.4696544,0.2891146,1581.879,62.51739,28.48682,18.0187,67.75085,85.00175,2.782402,767.443648833936,763.1165,81.38158,568.872279021599,562.7791,61.03327,83.43851,83.81048,225.6872,24.82754
0.8899994,S,0.8899994,0.499904,1.719499,0.4690265,0.2728979,1584.156,62.45077,29.22615,17.46747,67.71677,85.00175,2.787899,769.080312643035,764.5964,82.92691,576.557408200564,570.425,61.86254,83.35543,83.81047,231.3914,25.44202
0.8999994,S,0.8999994,0.5066672,1.603498,0.4684449,0.256147,1586.432,62.38406,29.97839,16.83316,67.68269,85.00175,2.793396,770.71581664223,766.0585,84.6005,584.259656534642,578.0856,62.70855,83.26662,83.80898,237.1723,26.06487
0.9099994,S,0.9099994,0.5134456,1.484033,0.4679171,0.2388672,1588.708,62.31725,30.74425,16.1121,67.64861,85.00175,2.798893,772.35019354911,767.5018,86.40491,591.978890008862,585.7606,63.5726,83.17212,83.80593,243.0299,26.69628
0.9199994,S,0.9199994,0.5202395,1.361436,0.4674513,0.2210704,1590.984,62.25035,31.52461,15.30106,67.61453,85.00175,2.80439,773.983475691549,768.9253,88.34197,599.715174933993,593.4499,64.45602,83.07221,83.80126,248.9644,27.33642
0.9299994,S,0.9299994,0.5270486,1.23625,0.4670576,0.2028061,1592.893,62.18335,32.32049,14.39936,67.58045,85.00175,2.809887,775.42520380536,770.1394,90.38557,607.466464929781,601.1513,65.35987,82.96738,83.79492,254.9759,27.9855
0.9399994,S,0.9399994,0.5338715,1.109042,0.4667467,0.1841551,1593.331,62.11626,33.13285,13.40865,67.54637,85.00175,2.815384,776.10308889513,770.5762,92.45715,615.225156448028,608.8571,66.28444,82.85818,83.78685,261.0645,28.64372
0.9499994,S,0.9499994,0.5407012,0.980396,0.4665276,0.1652025,1593.768,62.04912,33.96196,12.33183,67.51229,85.00175,2.820881,776.777497220003,770.9908,94.63861,622.9910899995,616.567,67.23083,82.74516,83.77702,267.2301,29.3113
0.9599994,S,0.9599994,0.5475377,0.8509181,0.4664085,0.1460354,1594.206,61.98196,34.80891,11.17256,67.47821,85.00175,2.826378,777.44761561621,771.3827,96.9202,630.764190547738,624.2808,68.20003,82.62891,83.7654,273.4729,29.98845
0.9699994,S,0.9699994,0.554381,0.7212243,0.466396,0.1267444,1594.643,61.91479,35.67479,9.935365,67.44412,85.00175,2.831875,778.113334232362,771.7523,99.29123,638.544471173031,631.9984,69.19294,82.51007,83.75198,279.7929,30.67542
0.9799994,S,0.9799994,0.561231,0.5919509,0.4664952,0.1074219,1595.081,61.8476,36.56057,8.625557,67.41004,85.00175,2.837372,778.774554979893,772.1002,101.7403,646.331633108624,639.7194,70.21034,82.38929,83.73676,286.1901,31.37243
0.9899994,S,0.9899994,0.5680874,0.4637413,0.4667093,0.08816287,1595.518,61.78039,37.46716,7.249392,67.37596,85.00175,2.842868,779.431042934794,772.4271,104.2551,654.12565982978,647.4437,71.25289,82.26723,83.71972,292.6645,32.07975
0.9999993,S,0.9999993,0.5749503,0.337251,0.4670401,0.06906372,1595.956,61.71316,38.39536,5.813954,67.34188,85.00175,2.848365,780.082611818934,772.734,106.8225,661.92642024715,655.1711,72.32111,82.14458,83.7009,299.2162,32.79762
1.009999,S,1.009999,0.5818196,0.2131414,0.4674869,0.05022244,1595.474,61.64591,39.34585,4.327189,67.3078,85.00175,2.853862,780.249206317597,772.5468,109.363,669.728823198683,662.8965,73.41474,82.02204,83.68034,305.8452,33.5263
1.019999,S,1.019999,0.5886908,0.09206382,0.4680476,0.03173798,1594.762,61.57866,40.31853,2.798048,67.27372,85.00175,2.859359,780.289142973257,772.2225,111.9087,677.531686403851,670.6187,74.53383,81.90034,83.65807,312.5514,34.26604
1.029999,S,1.029999,0.5955629,-0.02533196,0.4687182,0.01370768,1594.051,61.51144,41.31361,1.236208,67.23964,85.00175,2.864856,780.321823038706,771.8814,114.4607,685.334821430827,678.3375,75.67844,81.78017,83.63414,319.3347,35.0171
1.039999,S,1.039999,0.6024356,-0.1384068,0.4695489,-0.003771384,1593.339,61.44424,42.3363,-0.3478298,67.20556,85.00175,2.870353,780.34391342157,771.5225,117.0028,693.138018751484,686.0527,76.84846,81.66227,83.60863,326.1953,35.77974
1.049999,S,1.049999,0.609309,-0.2465398,0.4705579,-0.02060343,1592.628,61.37708,43.38926,-1.942819,67.17148,85.00175,2.87585,780.354062631963,771.147,119.5189,700.941150849014,693.7642,78.04365,81.54733,83.5816,333.1329,36.5542
1.059999,S,1.059999,0.6161826,-0.3491291,0.4716564,-0.03669575,1591.916,61.30995,44.46524,-3.536929,67.1374,85.00175,2.881347,780.35515642736,770.7606,121.9929,708.743967442229,701.4718,79.26358,81.43607,83.55315,340.1476,37.34073
1.069999,S,1.069999,0.6230566,-0.4456003,0.4728353,-0.05195877,1591.205,61.24285,45.56396,-5.117764,67.10332,85.00175,2.886844,780.346861303715,770.366,124.4084,716.546395312028,709.1755,80.50767,81.32916,83.52335,347.2394,38.13959
1.079999,S,1.079999,0.6299306,-0.5354062,0.4740848,-0.06630707,1590.493,61.17578,46.68502,-6.672482,67.06923,85.00175,2.892341,780.328646253494,769.9659,126.749,724.348139798907,716.8751,81.77515,81.22726,83.4923,354.4082,38.951
1.089999,S,1.089999,0.6368045,-0.6181496,0.4753944,-0.07965939,1589.782,61.10874,47.82778,-8.187809,67.03515,85.00175,2.897838,780.299944122925,769.5632,128.998,732.149184650095,724.5707,83.06512,81.13089,83.46014,361.6539,39.7752
1.099999,S,1.099999,0.6436784,-0.6937667,0.4767539,-0.09195694,1587.756,61.04173,48.99173,-9.651834,67.00107,85.00175,2.903335,779.567053903806,768.4755,131.0351,739.942413766833,732.2554,84.37547,81.04025,83.42698,368.9764,40.6124
1.109999,S,1.109999,0.6505458,-0.7623983,0.4781536,-0.1031904,1585.166,60.97476,50.17521,-11.05729,66.96699,85.00175,2.908832,778.52408158023,767.0947,132.9115,747.724738787752,739.9263,85.70459,80.95535,83.39295,376.3757,41.4628
1.119999,S,1.119999,0.6574042,-0.8241642,0.4795859,-0.1133814,1582.576,60.90791,51.37733,-12.40017,66.93291,85.00175,2.914329,777.466839124094,765.7144,134.6705,755.496005739796,747.5834,87.05129,80.87616,83.35818,383.8515,42.32658
1.129999,S,1.129999,0.6642534,-0.8791865,0.4810449,-0.1225479,1579.986,60.84116,52.59758,-13.6761,66.89883,85.00175,2.919826,776.394672056068,764.3352,136.3099,763.25605796487,755.2267,88.41439,80.80271,83.32278,391.4038,43.20391
1.139999,S,1.139999,0.6710931,-0.9275862,0.4825254,-0.1307085,1577.396,60.77452,53.83563,-14.88083,66.86475,85.00175,2.925323,775.307445277994,762.9582,137.8275,771.004832567666,762.8563,89.79266,80.73499,83.28684,399.0323,44.09495
1.149999,S,1.149999,0.6779236,-0.9694998,0.4840235,-0.1378817,1571.263,60.70799,55.09118,-16.00937,66.83067,85.00175,2.93082,772.327113026553,759.7307,138.9188,778.723321732728,770.4536,91.18185,80.673,83.25054,406.7369,44.99982
1.159999,S,1.159999,0.6847278,-1.005052,0.4855331,-0.1440882,1563.611,60.64162,56.36087,-17.05735,66.79659,85.00175,2.936317,768.522019278778,755.7092,139.7487,786.403343015237,778.0107,92.57933,80.61674,83.214,414.517,45.91862
