# 20MPH-SA-36C (Up to date)
# 3033 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (31.7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.000019,-0.019079,-9.539723,0.019185,9.592271,-0.000002,0,0.000002,3.141593,0.002005,1.002665,0.575786,1.867068,9.791353,1.468345,0,0,0,31.67867,8.45895,27.433334,0.112466,NaN,1.779695,NaN,0.023852,1338367.842282,4.60824,0.000764,0.450003,0.001143,0.369609,0.009916,0.070478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.413136,308.373667,85898.455906,352.644442,0.002,0.00258
0.004,-0.000019,-0.018501,-9.25038,0.018603,9.301334,-0.000002,0,0.000002,3.141593,0.001945,0.972254,0.575786,1.867068,9.791353,1.468271,0,0,0,31.67862,8.458901,27.433289,0.112466,NaN,1.779694,NaN,0.023903,1341235.884229,13.82472,0.000769,0.449851,0.001145,0.369457,0.009916,0.070478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.431101,308.373667,85898.455904,352.644442,0.002,0.002991
0.006,-0.000018,-0.017922,-8.961036,0.018021,9.010396,-0.000002,0,0.000002,3.141593,0.001884,0.941843,0.575786,1.867068,9.791353,1.468198,0,0,0,31.678571,8.458851,27.433244,0.112466,NaN,1.779692,NaN,0.023954,1344103.933422,23.0412,0.000774,0.449699,0.001147,0.369304,0.009917,0.070478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.449066,308.373667,85898.455903,352.644442,0.002,0.003405
0.008,-0.000017,-0.017343,-8.671691,0.017439,8.719457,-0.000002,0,0.000002,3.141593,0.001823,0.911431,0.575786,1.867068,9.791353,1.468125,0,0,0,31.678521,8.458802,27.433199,0.112466,NaN,1.779691,NaN,0.024005,1346971.989814,32.25768,0.000778,0.449548,0.001149,0.369153,0.009917,0.070478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.467031,308.373667,85898.455902,352.644442,0.002,0.003789
0.01,-0.000017,-0.016765,-8.382345,0.016857,8.428517,-0.000002,0,0.000002,3.141593,0.001762,0.88102,0.575786,1.867068,9.791353,1.468053,0,0,0,31.678472,8.458752,27.433154,0.112466,NaN,1.779689,NaN,0.024056,1349840.053359,41.47416,0.000783,0.449397,0.001151,0.369001,0.009917,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.484996,308.373667,85898.455901,352.644442,0.002,0.00419
0.012,-0.000016,-0.016186,-8.092998,0.016275,8.137577,-0.000002,0,0.000002,3.141593,0.001701,0.850608,0.575786,1.867068,9.791353,1.467981,0,0,0,31.678422,8.458703,27.433109,0.112466,NaN,1.779688,NaN,0.024107,1352708.124012,50.69064,0.000788,0.449247,0.001153,0.36885,0.009917,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.502961,308.373667,85898.4559,352.644442,0.002,0.004587
0.014,-0.000016,-0.015607,-7.80365,0.015693,7.846635,-0.000002,0,0.000002,3.141593,0.00164,0.820197,0.575786,1.867068,9.791353,1.467909,0,0,0,31.678373,8.458653,27.433064,0.112466,NaN,1.779686,NaN,0.024158,1355576.201728,59.90712,0.000792,0.449097,0.001155,0.3687,0.009918,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.520926,308.373667,85898.455899,352.644442,0.002,0.004978
0.016,-0.000015,-0.015029,-7.514302,0.015111,7.555693,-0.000002,0,0.000002,3.141593,0.00158,0.789785,0.575786,1.867068,9.791353,1.467837,0,0,0,31.678323,8.458604,27.433018,0.112466,NaN,1.779685,NaN,0.024209,1358444.286464,69.1236,0.000797,0.448947,0.001157,0.36855,0.009918,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.538892,308.373667,85898.455898,352.644442,0.002,0.005375
0.018,-0.000014,-0.01445,-7.224952,0.01453,7.264749,-0.000002,0,0.000002,3.141593,0.001519,0.759373,0.575786,1.867068,9.791353,1.467766,0,0,0,31.678274,8.458554,27.432973,0.112466,NaN,1.779684,NaN,0.024261,1361312.378173,78.34008,0.000802,0.448798,0.001159,0.3684,0.009918,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.556857,308.373667,85898.455897,352.644442,0.002,0.005766
0.02,-0.000014,-0.013871,-6.935602,0.013948,6.973805,-0.000001,0,0.000001,3.141593,0.001458,0.728961,0.575786,1.867068,9.791353,1.467695,0,0,0,31.678224,8.458505,27.432928,0.112466,NaN,1.779682,NaN,0.024312,1364180.476814,87.55656,0.000807,0.448649,0.001161,0.368251,0.009918,0.07048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,8.574822,308.373667,85898.455895,352.644442,0.002,0.006149
