# 10MPH-SA-45DEG-46C (Up to date)
# 2973 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27.1 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.000019,-0.019088,-9.544178,0.019194,9.59675,-0.000002,0,0.000002,3.141593,0.002006,1.003133,0.575786,1.867068,9.791353,1.470073,0,0,0,32.68887,8.45895,27.528083,0.116731,NaN,1.772224,NaN,0.013318,717989.222524,4.60824,0.000252,0.498668,0.001205,0.418344,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.778608,318.289739,85922.324096,358.653582,0.002,0.002509
0.004,-0.000019,-0.018528,-9.263776,0.01863,9.314804,-0.000002,0,0.000002,3.141593,0.001947,0.973662,0.575786,1.867068,9.791353,1.46996,0,0,0,32.68882,8.458901,27.528037,0.116731,NaN,1.772222,NaN,0.013301,717073.369409,13.82472,0.000252,0.498777,0.001209,0.418454,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.772458,318.289739,85922.324094,358.653582,0.002,0.003181
0.006,-0.000018,-0.017967,-8.983374,0.018066,9.032857,-0.000002,0,0.000002,3.141593,0.001888,0.944191,0.575786,1.867068,9.791353,1.469848,0,0,0,32.688771,8.458851,27.527991,0.116731,NaN,1.772221,NaN,0.013284,716157.525411,23.0412,0.000252,0.498887,0.001214,0.418564,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.766309,318.289739,85922.324093,358.653582,0.002,0.00382
0.008,-0.000017,-0.017406,-8.70297,0.017502,8.750909,-0.000002,0,0.000002,3.141593,0.001829,0.914719,0.575786,1.867068,9.791353,1.469735,0,0,0,32.688721,8.458802,27.527946,0.116731,NaN,1.77222,NaN,0.013267,715241.690564,32.25768,0.000253,0.498996,0.001218,0.418673,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.760159,318.289739,85922.324092,358.653582,0.002,0.004276
0.01,-0.000017,-0.016845,-8.422566,0.016938,8.46896,-0.000002,0,0.000002,3.141593,0.00177,0.885247,0.575786,1.867068,9.791353,1.469621,0,0,0,32.688672,8.458752,27.5279,0.116731,NaN,1.772218,NaN,0.01325,714325.864905,41.47416,0.000253,0.499106,0.001222,0.418784,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.754009,318.289739,85922.324091,358.653582,0.002,0.004782
0.012,-0.000016,-0.016284,-8.142161,0.016374,8.18701,-0.000002,0,0.000002,3.141593,0.001712,0.855776,0.575786,1.867068,9.791353,1.469508,0,0,0,32.688622,8.458703,27.527854,0.116731,NaN,1.772217,NaN,0.013233,713410.048468,50.69064,0.000253,0.499217,0.001227,0.418894,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.747859,318.289739,85922.32409,358.653582,0.002,0.005369
0.014,-0.000016,-0.015724,-7.861755,0.01581,7.90506,-0.000002,0,0.000002,3.141593,0.001653,0.826304,0.575786,1.867068,9.791353,1.469394,0,0,0,32.688573,8.458653,27.527809,0.116731,NaN,1.772215,NaN,0.013216,712494.241289,59.90712,0.000253,0.499327,0.001231,0.419004,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.741709,318.289739,85922.324089,358.653582,0.002,0.005944
0.016,-0.000015,-0.015163,-7.581349,0.015246,7.623109,-0.000002,0,0.000002,3.141593,0.001594,0.796832,0.575786,1.867068,9.791353,1.46928,0,0,0,32.688523,8.458604,27.527763,0.11673,NaN,1.772214,NaN,0.013199,711578.443403,69.1236,0.000254,0.499437,0.001235,0.419115,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.73556,318.289739,85922.324088,358.653582,0.002,0.006543
0.018,-0.000015,-0.014602,-7.300941,0.014682,7.341157,-0.000002,0,0.000002,3.141593,0.001535,0.76736,0.575786,1.867068,9.791353,1.469165,0,0,0,32.688474,8.458554,27.527717,0.11673,NaN,1.772213,NaN,0.013182,710662.654847,78.34008,0.000254,0.499548,0.00124,0.419226,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.72941,318.289739,85922.324087,358.653582,0.002,0.007139
0.02,-0.000014,-0.014041,-7.020533,0.014118,7.059204,-0.000001,0,0.000001,3.141593,0.001476,0.737888,0.575786,1.867068,9.791353,1.46905,0,0,0,32.688424,8.458505,27.527671,0.11673,NaN,1.772211,NaN,0.013165,709746.875657,87.55656,0.000254,0.499659,0.001244,0.419337,0.009875,0.070448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,4.72326,318.289739,85922.324086,358.653582,0.002,0.007741
