# 15MPH-SA (Up to date)
# 2992 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (29.4 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.000019,-0.019081,-9.540482,0.019186,9.593034,-0.000002,0,0.000002,3.141593,0.002005,1.002745,0.575786,1.867068,9.791353,1.468748,0,0,0,31.8471,8.45895,29.722842,0.111926,NaN,1.817664,NaN,0.020571,1212408.402276,4.60824,0.000573,0.466682,0.001172,0.386273,0.009942,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.14498,299.449202,84509.269253,347.236216,0.002,0.00311
0.004,-0.000019,-0.018505,-9.252669,0.018607,9.303635,-0.000002,0,0.000002,3.141593,0.001945,0.972495,0.575786,1.867068,9.791353,1.468667,0,0,0,31.84705,8.458901,29.722792,0.111926,NaN,1.817663,NaN,0.020575,1212659.878624,13.82472,0.000574,0.466666,0.001175,0.386257,0.009942,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.146403,299.449202,84509.269252,347.236216,0.002,0.003642
0.006,-0.000018,-0.01793,-8.964855,0.018028,9.014236,-0.000002,0,0.000002,3.141593,0.001884,0.942244,0.575786,1.867068,9.791353,1.468586,0,0,0,31.847001,8.458851,29.722742,0.111926,NaN,1.817661,NaN,0.02058,1212911.362981,23.0412,0.000576,0.466651,0.001177,0.386242,0.009942,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.147825,299.449202,84509.269251,347.236216,0.002,0.004156
0.008,-0.000017,-0.017354,-8.67704,0.01745,8.724836,-0.000002,0,0.000002,3.141593,0.001824,0.911994,0.575786,1.867068,9.791353,1.468505,0,0,0,31.846951,8.458802,29.722693,0.111926,NaN,1.817659,NaN,0.020584,1213162.855341,32.25768,0.000577,0.466635,0.00118,0.386226,0.009942,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.149248,299.449202,84509.26925,347.236216,0.002,0.00465
0.01,-0.000017,-0.016778,-8.389225,0.016871,8.435435,-0.000002,0,0.000002,3.141593,0.001763,0.881743,0.575786,1.867068,9.791353,1.468424,0,0,0,31.846902,8.458752,29.722643,0.111926,NaN,1.817658,NaN,0.020588,1213414.3557,41.47416,0.000579,0.46662,0.001183,0.38621,0.009942,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.15067,299.449202,84509.269249,347.236216,0.002,0.005149
0.012,-0.000016,-0.016203,-8.101408,0.016292,8.146033,-0.000002,0,0.000002,3.141593,0.001703,0.851492,0.575786,1.867068,9.791353,1.468343,0,0,0,31.846852,8.458703,29.722593,0.111926,NaN,1.817656,NaN,0.020592,1213665.864052,50.69064,0.00058,0.466604,0.001186,0.386195,0.009943,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.152093,299.449202,84509.269248,347.236216,0.002,0.005671
0.014,-0.000016,-0.015627,-7.813591,0.015713,7.85663,-0.000002,0,0.000002,3.141593,0.001642,0.821241,0.575786,1.867068,9.791353,1.468262,0,0,0,31.846803,8.458653,29.722543,0.111926,NaN,1.817655,NaN,0.020597,1213917.380394,59.90712,0.000582,0.466589,0.001188,0.386179,0.009943,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.153516,299.449202,84509.269247,347.236216,0.002,0.00617
0.016,-0.000015,-0.015052,-7.525772,0.015134,7.567226,-0.000002,0,0.000002,3.141593,0.001582,0.790991,0.575786,1.867068,9.791353,1.468181,0,0,0,31.846753,8.458604,29.722493,0.111926,NaN,1.817653,NaN,0.020601,1214168.904719,69.1236,0.000584,0.466573,0.001191,0.386164,0.009943,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.154938,299.449202,84509.269246,347.236216,0.002,0.006685
0.018,-0.000014,-0.014476,-7.237953,0.014556,7.277821,-0.000002,0,0.000002,3.141593,0.001521,0.760739,0.575786,1.867068,9.791353,1.4681,0,0,0,31.846704,8.458554,29.722443,0.111926,NaN,1.817652,NaN,0.020605,1214420.437024,78.34008,0.000585,0.466558,0.001194,0.386148,0.009943,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.156361,299.449202,84509.269244,347.236216,0.002,0.007183
0.02,-0.000014,-0.0139,-6.950133,0.013977,6.988416,-0.000001,0,0.000001,3.141593,0.001461,0.730488,0.575786,1.867068,9.791353,1.468019,0,0,0,31.846654,8.458505,29.722394,0.111926,NaN,1.81765,NaN,0.020609,1214671.977302,87.55656,0.000587,0.466542,0.001196,0.386133,0.009943,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,7.157783,299.449202,84509.269243,347.236216,0.002,0.007705
