# 25MPH-SA (Up to date)
# 3020 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (34 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.000019,-0.019083,-9.541726,0.019189,9.594284,-0.000002,0,0.000002,3.141593,0.002006,1.002876,0.575786,1.867068,9.791353,1.467645,0,0,0,32.117071,8.45895,30.041752,0.113601,NaN,1.829056,NaN,0.036338,2375241.732128,4.60824,0.001681,0.420807,0.001091,0.340243,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.170674,279.056292,85630.011309,334.878113,0.002,0.00258
0.004,-0.000019,-0.018513,-9.256332,0.018615,9.307319,-0.000002,0,0.000002,3.141593,0.001946,0.97288,0.575786,1.867068,9.791353,1.467599,0,0,0,32.117021,8.458901,30.041703,0.1136,NaN,1.829055,NaN,0.036322,2374190.327591,13.82472,0.001682,0.420835,0.001092,0.34027,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.165228,279.056292,85630.011303,334.878113,0.002,0.003163
0.006,-0.000018,-0.017942,-8.970938,0.018041,9.020352,-0.000002,0,0.000002,3.141593,0.001886,0.942884,0.575786,1.867068,9.791353,1.467552,0,0,0,32.116972,8.458851,30.041655,0.1136,NaN,1.829053,NaN,0.036305,2373138.928169,23.0412,0.001683,0.420862,0.001094,0.340298,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.159783,279.056292,85630.011297,334.878113,0.002,0.003708
0.008,-0.000017,-0.017371,-8.685542,0.017467,8.733385,-0.000002,0,0.000002,3.141593,0.001826,0.912887,0.575786,1.867068,9.791353,1.467506,0,0,0,32.116922,8.458802,30.041606,0.1136,NaN,1.829052,NaN,0.036289,2372087.533869,32.25768,0.001684,0.420889,0.001095,0.340325,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.154337,279.056292,85630.011291,334.878113,0.002,0.004231
0.01,-0.000017,-0.0168,-8.400146,0.016893,8.446416,-0.000002,0,0.000002,3.141593,0.001766,0.882891,0.575786,1.867068,9.791353,1.46746,0,0,0,32.116873,8.458752,30.041557,0.1136,NaN,1.82905,NaN,0.036273,2371036.144697,41.47416,0.001685,0.420917,0.001097,0.340353,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.148891,279.056292,85630.011285,334.878113,0.002,0.004772
0.012,-0.000016,-0.01623,-8.114748,0.016319,8.159447,-0.000002,0,0.000002,3.141593,0.001706,0.852894,0.575786,1.867068,9.791353,1.467413,0,0,0,32.116823,8.458703,30.041508,0.1136,NaN,1.829049,NaN,0.036257,2369984.760661,50.69064,0.001686,0.420944,0.001098,0.34038,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.143446,279.056292,85630.011279,334.878113,0.002,0.005266
0.014,-0.000016,-0.015659,-7.82935,0.015745,7.872477,-0.000002,0,0.000002,3.141593,0.001646,0.822898,0.575786,1.867068,9.791353,1.467367,0,0,0,32.116774,8.458653,30.04146,0.1136,NaN,1.829047,NaN,0.036241,2368933.381767,59.90712,0.001686,0.420972,0.0011,0.340408,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.138,279.056292,85630.011273,334.878113,0.002,0.005769
0.016,-0.000015,-0.015088,-7.543951,0.015171,7.585506,-0.000002,0,0.000002,3.141593,0.001586,0.792901,0.575786,1.867068,9.791353,1.46732,0,0,0,32.116724,8.458604,30.041411,0.1136,NaN,1.829046,NaN,0.036225,2367882.008022,69.1236,0.001687,0.420999,0.001101,0.340436,0.010029,0.070535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.132555,279.056292,85630.011267,334.878113,0.002,0.006304
0.018,-0.000015,-0.014517,-7.258551,0.014597,7.298534,-0.000002,0,0.000002,3.141593,0.001526,0.762904,0.575786,1.867068,9.791353,1.467274,0,0,0,32.116675,8.458554,30.041362,0.1136,NaN,1.829044,NaN,0.036209,2366830.639433,78.34008,0.001688,0.421027,0.001103,0.340463,0.010029,0.070534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.127109,279.056292,85630.011261,334.878113,0.002,0.006832
0.02,-0.000014,-0.013946,-6.973151,0.014023,7.011561,-0.000001,0,0.000001,3.141593,0.001466,0.732908,0.575786,1.867068,9.791353,1.467227,0,0,0,32.116625,8.458505,30.041313,0.1136,NaN,1.829043,NaN,0.036193,2365779.276007,87.55656,0.001689,0.421054,0.001104,0.340491,0.010029,0.070534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,12.121663,279.056292,85630.011255,334.878113,0.002,0.007341
