# 20MPH-SA-45DEG-HOT (Up to date)
# 3031 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (31.6 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.000019,-0.019083,-9.541702,0.019189,9.59426,-0.000002,0,0.000002,3.141593,0.002006,1.002873,0.575786,1.867068,9.791353,1.468126,0,0,0,32.117071,8.45895,30.041752,0.113601,NaN,1.829056,NaN,0.025965,1416535.914912,4.60824,0.00091,0.455266,0.001164,0.374824,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.314373,318.289739,84555.222678,358.653582,0.002,0.002195
0.004,-0.000019,-0.018513,-9.256308,0.018615,9.307295,-0.000002,0,0.000002,3.141593,0.001946,0.972877,0.575786,1.867068,9.791353,1.468064,0,0,0,32.117021,8.458901,30.041703,0.1136,NaN,1.829055,NaN,0.025976,1417154.142089,13.82472,0.000912,0.455235,0.001166,0.374793,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.318378,318.289739,84555.222677,358.653582,0.002,0.002839
0.006,-0.000018,-0.017942,-8.970914,0.018041,9.020328,-0.000002,0,0.000002,3.141593,0.001886,0.942881,0.575786,1.867068,9.791353,1.468002,0,0,0,32.116972,8.458851,30.041655,0.1136,NaN,1.829053,NaN,0.025988,1417772.374765,23.0412,0.000914,0.455204,0.001168,0.374761,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.322383,318.289739,84555.222676,358.653582,0.002,0.003345
0.008,-0.000017,-0.017371,-8.685518,0.017467,8.733361,-0.000002,0,0.000002,3.141593,0.001826,0.912885,0.575786,1.867068,9.791353,1.46794,0,0,0,32.116922,8.458802,30.041606,0.1136,NaN,1.829052,NaN,0.025999,1418390.612932,32.25768,0.000917,0.455172,0.00117,0.37473,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.326389,318.289739,84555.222675,358.653582,0.002,0.003848
0.01,-0.000017,-0.0168,-8.400122,0.016893,8.446392,-0.000002,0,0.000002,3.141593,0.001766,0.882888,0.575786,1.867068,9.791353,1.467878,0,0,0,32.116873,8.458752,30.041557,0.1136,NaN,1.82905,NaN,0.02601,1419008.856583,41.47416,0.000919,0.455141,0.001172,0.374699,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.330394,318.289739,84555.222674,358.653582,0.002,0.004328
0.012,-0.000016,-0.016229,-8.114725,0.016319,8.159423,-0.000002,0,0.000002,3.141593,0.001706,0.852892,0.575786,1.867068,9.791353,1.467816,0,0,0,32.116823,8.458703,30.041508,0.1136,NaN,1.829049,NaN,0.026022,1419627.105712,50.69064,0.000922,0.45511,0.001174,0.374667,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.3344,318.289739,84555.222673,358.653582,0.002,0.004838
0.014,-0.000016,-0.015659,-7.829327,0.015745,7.872453,-0.000002,0,0.000002,3.141593,0.001646,0.822895,0.575786,1.867068,9.791353,1.467754,0,0,0,32.116774,8.458653,30.04146,0.1136,NaN,1.829047,NaN,0.026033,1420245.360312,59.90712,0.000924,0.455079,0.001176,0.374636,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.338405,318.289739,84555.222672,358.653582,0.002,0.005315
0.016,-0.000015,-0.015088,-7.543928,0.015171,7.585482,-0.000002,0,0.000002,3.141593,0.001586,0.792899,0.575786,1.867068,9.791353,1.467692,0,0,0,32.116724,8.458604,30.041411,0.1136,NaN,1.829046,NaN,0.026044,1420863.620374,69.1236,0.000926,0.455048,0.001178,0.374605,0.009956,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.342411,318.289739,84555.222671,358.653582,0.002,0.005812
0.018,-0.000015,-0.014517,-7.258528,0.014597,7.29851,-0.000002,0,0.000002,3.141593,0.001526,0.762902,0.575786,1.867068,9.791353,1.46763,0,0,0,32.116675,8.458554,30.041362,0.1136,NaN,1.829044,NaN,0.026056,1421481.885893,78.34008,0.000929,0.455016,0.00118,0.374574,0.009957,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.346416,318.289739,84555.22267,358.653582,0.002,0.006296
0.02,-0.000014,-0.013946,-6.973127,0.014023,7.011537,-0.000001,0,0.000001,3.141593,0.001466,0.732905,0.575786,1.867068,9.791353,1.467568,0,0,0,32.116625,8.458505,30.041313,0.1136,NaN,1.829043,NaN,0.026067,1422100.156861,87.55656,0.000931,0.454985,0.001182,0.374542,0.009957,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,9.350421,318.289739,84555.222669,358.653582,0.002,0.006789
